"","id","sp","rep","site","ind","treatcode","warm","photo","chill","gen","lday","bday","ht","DBH","stom_d","sla","wood_den","cn"
"588","BETLEN05_HF_03","BETLEN","5","HF","BETLEN05_HF","WS0","20","08","chill0","BET",40,34,12,8.5,93.20281584,48.3704166666667,1.7,17.8963655240411
"589","BETLEN05_HF_04","BETLEN","5","HF","BETLEN05_HF","WL0","20","12","chill0","BET",33,26,12,8.5,93.20281584,48.3704166666667,1.7,17.8963655240411
"590","BETLEN06_HF_01","BETLEN","6","HF","BETLEN06_HF","WL0","20","12","chill0","BET",39,26,8.5,4.5,133.1468798,34.9485897435897,1.96428571428571,19.7604924695976
"591","BETLEN06_HF_02","BETLEN","6","HF","BETLEN06_HF","WS0","20","08","chill0","BET",40,27,8.5,4.5,133.1468798,34.9485897435897,1.96428571428571,19.7604924695976
"592","BETLEN06_HF_03","BETLEN","6","HF","BETLEN06_HF","CL0","15","12","chill0","BET",43,32,8.5,4.5,133.1468798,34.9485897435897,1.96428571428571,19.7604924695976
"593","BETLEN06_HF_04","BETLEN","6","HF","BETLEN06_HF","CS0","15","08","chill0","BET",68,47,8.5,4.5,133.1468798,34.9485897435897,1.96428571428571,19.7604924695976
"594","BETLEN08_HF_01","BETLEN","8","HF","BETLEN08_HF","WS0","20","08","chill0","BET",43,27,20.75,11.3,81.55246386,49.3679245283019,1.72222222222222,19.4507341437861
"595","BETLEN08_HF_02","BETLEN","8","HF","BETLEN08_HF","CL0","15","12","chill0","BET",40,20,20.75,11.3,81.55246386,49.3679245283019,1.72222222222222,19.4507341437861
"596","BETLEN08_HF_03","BETLEN","8","HF","BETLEN08_HF","WL0","20","12","chill0","BET",33,26,20.75,11.3,81.55246386,49.3679245283019,1.72222222222222,19.4507341437861
"597","BETLEN08_HF_04","BETLEN","8","HF","BETLEN08_HF","CS0","15","08","chill0","BET",68,33,20.75,11.3,81.55246386,49.3679245283019,1.72222222222222,19.4507341437861
"598","BETLEN10_HF_01","BETLEN","10","HF","BETLEN10_HF","WL0","20","12","chill0","BET",39,29,20,12,NA,38.3201785714286,1.81818181818182,19.9740055412452
"599","BETLEN10_HF_02","BETLEN","10","HF","BETLEN10_HF","CS0","15","08","chill0","BET",68,33,20,12,NA,38.3201785714286,1.81818181818182,19.9740055412452
"600","BETLEN10_HF_03","BETLEN","10","HF","BETLEN10_HF","WS0","20","08","chill0","BET",43,27,20,12,NA,38.3201785714286,1.81818181818182,19.9740055412452
"601","BETLEN10_HF_04","BETLEN","10","HF","BETLEN10_HF","CL0","15","12","chill0","BET",68,32,20,12,NA,38.3201785714286,1.81818181818182,19.9740055412452
"602","BETLEN11_HF_01","BETLEN","11","HF","BETLEN11_HF","WL0","20","12","chill0","BET",39,26,14.25,10.5,NA,35.7381690140845,2.32352941176471,17.2541986375657
"603","BETLEN11_HF_02","BETLEN","11","HF","BETLEN11_HF","WS0","20","08","chill0","BET",40,27,14.25,10.5,NA,35.7381690140845,2.32352941176471,17.2541986375657
"604","BETLEN11_HF_03","BETLEN","11","HF","BETLEN11_HF","CS0","15","08","chill0","BET",68,33,14.25,10.5,NA,35.7381690140845,2.32352941176471,17.2541986375657
"605","BETLEN11_HF_04","BETLEN","11","HF","BETLEN11_HF","CL0","15","12","chill0","BET",48,29,14.25,10.5,NA,35.7381690140845,2.32352941176471,17.2541986375657
"606","BETPAP04_SH_01","BETPAP","4","SH","BETPAP04_SH","CS0","15","08","chill0","BET",68,21,1,7.8,91.53847984,24.7159782608696,1.79569892473118,22.8064761068613
"607","BETPAP04_SH_02","BETPAP","4","SH","BETPAP04_SH","CL1","15","12","chill1","BET",30,13,1,7.8,91.53847984,24.7159782608696,1.79569892473118,22.8064761068613
"608","BETPAP04_SH_03","BETPAP","4","SH","BETPAP04_SH","CL0","15","12","chill0","BET",34,32,1,7.8,91.53847984,24.7159782608696,1.79569892473118,22.8064761068613
"609","BETPAP04_SH_04","BETPAP","4","SH","BETPAP04_SH","WL1","20","12","chill1","BET",17,13,1,7.8,91.53847984,24.7159782608696,1.79569892473118,22.8064761068613
"610","BETPAP04_SH_05","BETPAP","4","SH","BETPAP04_SH","WL2","20","12","chill2","BET",27,14,1,7.8,91.53847984,24.7159782608696,1.79569892473118,22.8064761068613
"611","BETPAP04_SH_06","BETPAP","4","SH","BETPAP04_SH","CS1","15","08","chill1","BET",44,9,1,7.8,91.53847984,24.7159782608696,1.79569892473118,22.8064761068613
"612","BETPAP04_SH_07","BETPAP","4","SH","BETPAP04_SH","CS2","15","08","chill2","BET",30,17,1,7.8,91.53847984,24.7159782608696,1.79569892473118,22.8064761068613
"613","BETPAP04_SH_08","BETPAP","4","SH","BETPAP04_SH","CL2","15","12","chill2","BET",37,23,1,7.8,91.53847984,24.7159782608696,1.79569892473118,22.8064761068613
"614","BETPAP04_SH_09","BETPAP","4","SH","BETPAP04_SH","WS2","20","08","chill2","BET",31,13,1,7.8,91.53847984,24.7159782608696,1.79569892473118,22.8064761068613
"615","BETPAP04_SH_10","BETPAP","4","SH","BETPAP04_SH","WS0","20","08","chill0","BET",34,18,1,7.8,91.53847984,24.7159782608696,1.79569892473118,22.8064761068613
"616","BETPAP04_SH_12","BETPAP","4","SH","BETPAP04_SH","WL0","20","12","chill0","BET",26,18,1,7.8,91.53847984,24.7159782608696,1.79569892473118,22.8064761068613
"617","BETPAP06_HF_01","BETPAP","6","HF","BETPAP06_HF","CS1","15","08","chill1","BET",23,15,9.75,6.5,94.86715184,24.25,1.60144927536232,22.8314040356901
"618","BETPAP06_HF_02","BETPAP","6","HF","BETPAP06_HF","CS2","15","08","chill2","BET",30,17,9.75,6.5,94.86715184,24.25,1.60144927536232,22.8314040356901
"619","BETPAP06_HF_03","BETPAP","6","HF","BETPAP06_HF","CL0","15","12","chill0","BET",29,20,9.75,6.5,94.86715184,24.25,1.60144927536232,22.8314040356901
"620","BETPAP06_HF_04","BETPAP","6","HF","BETPAP06_HF","WL1","20","12","chill1","BET",13,8,9.75,6.5,94.86715184,24.25,1.60144927536232,22.8314040356901
"621","BETPAP06_HF_05","BETPAP","6","HF","BETPAP06_HF","CL1","15","12","chill1","BET",13,8,9.75,6.5,94.86715184,24.25,1.60144927536232,22.8314040356901
"622","BETPAP06_HF_07","BETPAP","6","HF","BETPAP06_HF","CS0","15","08","chill0","BET",33,21,9.75,6.5,94.86715184,24.25,1.60144927536232,22.8314040356901
"623","BETPAP06_HF_08","BETPAP","6","HF","BETPAP06_HF","CL2","15","12","chill2","BET",23,13,9.75,6.5,94.86715184,24.25,1.60144927536232,22.8314040356901
"624","BETPAP06_HF_09","BETPAP","6","HF","BETPAP06_HF","WS0","20","08","chill0","BET",27,18,9.75,6.5,94.86715184,24.25,1.60144927536232,22.8314040356901
"625","BETPAP06_HF_10","BETPAP","6","HF","BETPAP06_HF","WS2","20","08","chill2","BET",24,13,9.75,6.5,94.86715184,24.25,1.60144927536232,22.8314040356901
"626","BETPAP06_HF_11","BETPAP","6","HF","BETPAP06_HF","WL0","20","12","chill0","BET",26,13,9.75,6.5,94.86715184,24.25,1.60144927536232,22.8314040356901
"627","BETPAP06_HF_12","BETPAP","6","HF","BETPAP06_HF","WL2","20","12","chill2","BET",36,14,9.75,6.5,94.86715184,24.25,1.60144927536232,22.8314040356901
"628","BETPAP06_SH_01","BETPAP","6","SH","BETPAP06_SH","WL2","20","12","chill2","BET",NA,NA,2,14.6,109.8461758,14.567380952381,1.74528301886792,24.5879895759207
"629","BETPAP06_SH_02","BETPAP","6","SH","BETPAP06_SH","WS2","20","08","chill2","BET",NA,NA,2,14.6,109.8461758,14.567380952381,1.74528301886792,24.5879895759207
"630","BETPAP06_SH_03","BETPAP","6","SH","BETPAP06_SH","WL0","20","12","chill0","BET",26,13,2,14.6,109.8461758,14.567380952381,1.74528301886792,24.5879895759207
"631","BETPAP06_SH_04","BETPAP","6","SH","BETPAP06_SH","CS0","15","08","chill0","BET",53,21,2,14.6,109.8461758,14.567380952381,1.74528301886792,24.5879895759207
"632","BETPAP06_SH_05","BETPAP","6","SH","BETPAP06_SH","WS0","20","08","chill0","BET",26,26,2,14.6,109.8461758,14.567380952381,1.74528301886792,24.5879895759207
"633","BETPAP06_SH_06","BETPAP","6","SH","BETPAP06_SH","CL0","15","12","chill0","BET",68,29,2,14.6,109.8461758,14.567380952381,1.74528301886792,24.5879895759207
"634","BETPAP06_SH_07","BETPAP","6","SH","BETPAP06_SH","CL2","15","12","chill2","BET",30,13,2,14.6,109.8461758,14.567380952381,1.74528301886792,24.5879895759207
"635","BETPAP06_SH_08","BETPAP","6","SH","BETPAP06_SH","CS2","15","08","chill2","BET",30,17,2,14.6,109.8461758,14.567380952381,1.74528301886792,24.5879895759207
"636","BETPAP06_SH_09","BETPAP","6","SH","BETPAP06_SH","CS1","15","08","chill1","BET",30,15,2,14.6,109.8461758,14.567380952381,1.74528301886792,24.5879895759207
"637","BETPAP06_SH_10","BETPAP","6","SH","BETPAP06_SH","CL1","15","12","chill1","BET",30,13,2,14.6,109.8461758,14.567380952381,1.74528301886792,24.5879895759207
"638","BETPAP06_SH_11","BETPAP","6","SH","BETPAP06_SH","WL1","20","12","chill1","BET",38,13,2,14.6,109.8461758,14.567380952381,1.74528301886792,24.5879895759207
"639","BETPAP07_HF_01","BETPAP","7","HF","BETPAP07_HF","WL2","20","12","chill2","BET",27,27,NA,NA,NA,NA,NA,NA
"640","BETPAP07_HF_02","BETPAP","7","HF","BETPAP07_HF","WS0","20","08","chill0","BET",34,18,NA,NA,NA,NA,NA,NA
"641","BETPAP07_HF_03","BETPAP","7","HF","BETPAP07_HF","CS0","15","08","chill0","BET",33,21,NA,NA,NA,NA,NA,NA
"642","BETPAP07_HF_04","BETPAP","7","HF","BETPAP07_HF","CL1","15","12","chill1","BET",13,8,NA,NA,NA,NA,NA,NA
"643","BETPAP07_HF_05","BETPAP","7","HF","BETPAP07_HF","CL2","15","12","chill2","BET",30,13,NA,NA,NA,NA,NA,NA
"644","BETPAP07_HF_07","BETPAP","7","HF","BETPAP07_HF","CS2","15","08","chill2","BET",17,13,NA,NA,NA,NA,NA,NA
"645","BETPAP07_HF_08","BETPAP","7","HF","BETPAP07_HF","WL0","20","12","chill0","BET",29,13,NA,NA,NA,NA,NA,NA
"646","BETPAP07_HF_09","BETPAP","7","HF","BETPAP07_HF","CS1","15","08","chill1","BET",15,9,NA,NA,NA,NA,NA,NA
"647","BETPAP07_HF_10","BETPAP","7","HF","BETPAP07_HF","WS2","20","08","chill2","BET",24,13,NA,NA,NA,NA,NA,NA
"648","BETPAP07_HF_11","BETPAP","7","HF","BETPAP07_HF","CL0","15","12","chill0","BET",32,20,NA,NA,NA,NA,NA,NA
"649","BETPAP07_HF_12","BETPAP","7","HF","BETPAP07_HF","WL1","20","12","chill1","BET",8,8,NA,NA,NA,NA,NA,NA
"650","BETPAP07_SH_01","BETPAP","7","SH","BETPAP07_SH","CL1","15","12","chill1","BET",43,22,2,8,78.22379186,14.5682474226804,1.85714285714286,22.8796147833733
"651","BETPAP07_SH_02","BETPAP","7","SH","BETPAP07_SH","CS2","15","08","chill2","BET",44,13,2,8,78.22379186,14.5682474226804,1.85714285714286,22.8796147833733
"652","BETPAP07_SH_03","BETPAP","7","SH","BETPAP07_SH","WL0","20","12","chill0","BET",26,18,2,8,78.22379186,14.5682474226804,1.85714285714286,22.8796147833733
"653","BETPAP07_SH_04","BETPAP","7","SH","BETPAP07_SH","CS1","15","08","chill1","BET",52,15,2,8,78.22379186,14.5682474226804,1.85714285714286,22.8796147833733
"654","BETPAP07_SH_05","BETPAP","7","SH","BETPAP07_SH","WL1","20","12","chill1","BET",31,13,2,8,78.22379186,14.5682474226804,1.85714285714286,22.8796147833733
"655","BETPAP07_SH_06","BETPAP","7","SH","BETPAP07_SH","CS0","15","08","chill0","BET",42,33,2,8,78.22379186,14.5682474226804,1.85714285714286,22.8796147833733
"656","BETPAP07_SH_08","BETPAP","7","SH","BETPAP07_SH","CL2","15","12","chill2","BET",43,16,2,8,78.22379186,14.5682474226804,1.85714285714286,22.8796147833733
"657","BETPAP07_SH_09","BETPAP","7","SH","BETPAP07_SH","WL2","20","12","chill2","BET",NA,NA,2,8,78.22379186,14.5682474226804,1.85714285714286,22.8796147833733
"658","BETPAP07_SH_10","BETPAP","7","SH","BETPAP07_SH","WS2","20","08","chill2","BET",31,13,2,8,78.22379186,14.5682474226804,1.85714285714286,22.8796147833733
"659","BETPAP07_SH_11","BETPAP","7","SH","BETPAP07_SH","WS0","20","08","chill0","BET",34,27,2,8,78.22379186,14.5682474226804,1.85714285714286,22.8796147833733
"660","BETPAP07_SH_12","BETPAP","7","SH","BETPAP07_SH","CL0","15","12","chill0","BET",40,32,2,8,78.22379186,14.5682474226804,1.85714285714286,22.8796147833733
"661","BETPAP08_SH_01","BETPAP","8","SH","BETPAP08_SH","CS0","15","08","chill0","BET",68,33,0.5,23,NA,18.2853982300885,1.84426229508197,24.0297422852686
"662","BETPAP08_SH_02","BETPAP","8","SH","BETPAP08_SH","CS1","15","08","chill1","BET",44,15,0.5,23,NA,18.2853982300885,1.84426229508197,24.0297422852686
"663","BETPAP08_SH_03","BETPAP","8","SH","BETPAP08_SH","WS0","20","08","chill0","BET",56,27,0.5,23,NA,18.2853982300885,1.84426229508197,24.0297422852686
"664","BETPAP08_SH_04","BETPAP","8","SH","BETPAP08_SH","WS2","20","08","chill2","BET",31,13,0.5,23,NA,18.2853982300885,1.84426229508197,24.0297422852686
"665","BETPAP08_SH_05","BETPAP","8","SH","BETPAP08_SH","WL0","20","12","chill0","BET",NA,NA,0.5,23,NA,18.2853982300885,1.84426229508197,24.0297422852686
"666","BETPAP08_SH_07","BETPAP","8","SH","BETPAP08_SH","CL0","15","12","chill0","BET",48,34,0.5,23,NA,18.2853982300885,1.84426229508197,24.0297422852686
"667","BETPAP08_SH_08","BETPAP","8","SH","BETPAP08_SH","WL2","20","12","chill2","BET",14,14,0.5,23,NA,18.2853982300885,1.84426229508197,24.0297422852686
"668","BETPAP08_SH_09","BETPAP","8","SH","BETPAP08_SH","CL1","15","12","chill1","BET",22,17,0.5,23,NA,18.2853982300885,1.84426229508197,24.0297422852686
"669","BETPAP08_SH_10","BETPAP","8","SH","BETPAP08_SH","CS2","15","08","chill2","BET",52,23,0.5,23,NA,18.2853982300885,1.84426229508197,24.0297422852686
"670","BETPAP08_SH_11","BETPAP","8","SH","BETPAP08_SH","CL2","15","12","chill2","BET",37,23,0.5,23,NA,18.2853982300885,1.84426229508197,24.0297422852686
"671","BETPAP08_SH_12","BETPAP","8","SH","BETPAP08_SH","WL1","20","12","chill1","BET",31,13,0.5,23,NA,18.2853982300885,1.84426229508197,24.0297422852686
"672","BETPAP09_HF_01","BETPAP","9","HF","BETPAP09_HF","CL1","15","12","chill1","BET",NA,NA,8,4.5,73.23078387,24.2504201680672,1.5679012345679,19.4776969491101
"673","BETPAP09_HF_02","BETPAP","9","HF","BETPAP09_HF","CS0","15","08","chill0","BET",39,21,8,4.5,73.23078387,24.2504201680672,1.5679012345679,19.4776969491101
"674","BETPAP09_HF_03","BETPAP","9","HF","BETPAP09_HF","CL2","15","12","chill2","BET",37,13,8,4.5,73.23078387,24.2504201680672,1.5679012345679,19.4776969491101
"675","BETPAP09_HF_04","BETPAP","9","HF","BETPAP09_HF","WS2","20","08","chill2","BET",24,13,8,4.5,73.23078387,24.2504201680672,1.5679012345679,19.4776969491101
"676","BETPAP09_HF_05","BETPAP","9","HF","BETPAP09_HF","WL2","20","12","chill2","BET",36,14,8,4.5,73.23078387,24.2504201680672,1.5679012345679,19.4776969491101
"677","BETPAP09_HF_06","BETPAP","9","HF","BETPAP09_HF","CS1","15","08","chill1","BET",23,9,8,4.5,73.23078387,24.2504201680672,1.5679012345679,19.4776969491101
"678","BETPAP09_HF_08","BETPAP","9","HF","BETPAP09_HF","WL1","20","12","chill1","BET",13,8,8,4.5,73.23078387,24.2504201680672,1.5679012345679,19.4776969491101
"679","BETPAP09_HF_09","BETPAP","9","HF","BETPAP09_HF","CS2","15","08","chill2","BET",30,13,8,4.5,73.23078387,24.2504201680672,1.5679012345679,19.4776969491101
"680","BETPAP09_HF_10","BETPAP","9","HF","BETPAP09_HF","WL0","20","12","chill0","BET",26,13,8,4.5,73.23078387,24.2504201680672,1.5679012345679,19.4776969491101
"681","BETPAP09_HF_11","BETPAP","9","HF","BETPAP09_HF","WS0","20","08","chill0","BET",27,18,8,4.5,73.23078387,24.2504201680672,1.5679012345679,19.4776969491101
"682","BETPAP09_HF_12","BETPAP","9","HF","BETPAP09_HF","CL0","15","12","chill0","BET",32,20,8,4.5,73.23078387,24.2504201680672,1.5679012345679,19.4776969491101
"683","BETPAP09_SH_01","BETPAP","9","SH","BETPAP09_SH","CL2","15","12","chill2","BET",30,16,1.3,NA,NA,17.9445669291339,1.91,27.3268667134115
"684","BETPAP09_SH_02","BETPAP","9","SH","BETPAP09_SH","WL0","20","12","chill0","BET",26,18,1.3,NA,NA,17.9445669291339,1.91,27.3268667134115
"685","BETPAP09_SH_03","BETPAP","9","SH","BETPAP09_SH","CL0","15","12","chill0","BET",34,20,1.3,NA,NA,17.9445669291339,1.91,27.3268667134115
"686","BETPAP09_SH_04","BETPAP","9","SH","BETPAP09_SH","CS2","15","08","chill2","BET",44,13,1.3,NA,NA,17.9445669291339,1.91,27.3268667134115
"687","BETPAP09_SH_05","BETPAP","9","SH","BETPAP09_SH","CS1","15","08","chill1","BET",44,15,1.3,NA,NA,17.9445669291339,1.91,27.3268667134115
"688","BETPAP09_SH_06","BETPAP","9","SH","BETPAP09_SH","CL1","15","12","chill1","BET",22,13,1.3,NA,NA,17.9445669291339,1.91,27.3268667134115
"689","BETPAP09_SH_07","BETPAP","9","SH","BETPAP09_SH","WL2","20","12","chill2","BET",27,14,1.3,NA,NA,17.9445669291339,1.91,27.3268667134115
"690","BETPAP09_SH_08","BETPAP","9","SH","BETPAP09_SH","WS0","20","08","chill0","BET",34,18,1.3,NA,NA,17.9445669291339,1.91,27.3268667134115
"691","BETPAP09_SH_09","BETPAP","9","SH","BETPAP09_SH","WL1","20","12","chill1","BET",17,13,1.3,NA,NA,17.9445669291339,1.91,27.3268667134115
"692","BETPAP09_SH_10","BETPAP","9","SH","BETPAP09_SH","CS0","15","08","chill0","BET",68,33,1.3,NA,NA,17.9445669291339,1.91,27.3268667134115
"693","BETPAP09_SH_11","BETPAP","9","SH","BETPAP09_SH","WS2","20","08","chill2","BET",24,13,1.3,NA,NA,17.9445669291339,1.91,27.3268667134115
"694","BETPAP10_SH_01","BETPAP","10","SH","BETPAP10_SH","WS0","20","08","chill0","BET",NA,29,1,12.5,NA,31.2949,1.67579908675799,23.732492791391
"695","BETPAP10_SH_02","BETPAP","10","SH","BETPAP10_SH","CL0","15","12","chill0","BET",40,20,1,12.5,NA,31.2949,1.67579908675799,23.732492791391
"696","BETPAP10_SH_03","BETPAP","10","SH","BETPAP10_SH","CS0","15","08","chill0","BET",53,21,1,12.5,NA,31.2949,1.67579908675799,23.732492791391
"697","BETPAP10_SH_04","BETPAP","10","SH","BETPAP10_SH","CL2","15","12","chill2","BET",30,16,1,12.5,NA,31.2949,1.67579908675799,23.732492791391
"698","BETPAP10_SH_06","BETPAP","10","SH","BETPAP10_SH","CS2","15","08","chill2","BET",44,13,1,12.5,NA,31.2949,1.67579908675799,23.732492791391
"699","BETPAP10_SH_07","BETPAP","10","SH","BETPAP10_SH","WL2","20","12","chill2","BET",20,14,1,12.5,NA,31.2949,1.67579908675799,23.732492791391
"700","BETPAP10_SH_08","BETPAP","10","SH","BETPAP10_SH","WL0","20","12","chill0","BET",26,13,1,12.5,NA,31.2949,1.67579908675799,23.732492791391
"701","BETPAP10_SH_09","BETPAP","10","SH","BETPAP10_SH","CS1","15","08","chill1","BET",30,15,1,12.5,NA,31.2949,1.67579908675799,23.732492791391
"702","BETPAP10_SH_10","BETPAP","10","SH","BETPAP10_SH","WS2","20","08","chill2","BET",24,13,1,12.5,NA,31.2949,1.67579908675799,23.732492791391
"703","BETPAP10_SH_11","BETPAP","10","SH","BETPAP10_SH","WL1","20","12","chill1","BET",13,13,1,12.5,NA,31.2949,1.67579908675799,23.732492791391
"704","BETPAP10_SH_12","BETPAP","10","SH","BETPAP10_SH","CL1","15","12","chill1","BET",30,13,1,12.5,NA,31.2949,1.67579908675799,23.732492791391
"705","BETPAP13_HF_01","BETPAP","13","HF","BETPAP13_HF","WS0","20","08","chill0","BET",26,18,8.5,4,69.90211188,24.1303174603175,1.32876712328767,18.7042536298906
"706","BETPAP13_HF_02","BETPAP","13","HF","BETPAP13_HF","CS1","15","08","chill1","BET",44,15,8.5,4,69.90211188,24.1303174603175,1.32876712328767,18.7042536298906
"707","BETPAP13_HF_03","BETPAP","13","HF","BETPAP13_HF","CS0","15","08","chill0","BET",47,21,8.5,4,69.90211188,24.1303174603175,1.32876712328767,18.7042536298906
"708","BETPAP13_HF_04","BETPAP","13","HF","BETPAP13_HF","CS2","15","08","chill2","BET",44,23,8.5,4,69.90211188,24.1303174603175,1.32876712328767,18.7042536298906
"709","BETPAP13_HF_05","BETPAP","13","HF","BETPAP13_HF","WL1","20","12","chill1","BET",24,13,8.5,4,69.90211188,24.1303174603175,1.32876712328767,18.7042536298906
"710","BETPAP13_HF_06","BETPAP","13","HF","BETPAP13_HF","CL0","15","12","chill0","BET",61,20,8.5,4,69.90211188,24.1303174603175,1.32876712328767,18.7042536298906
"711","BETPAP13_HF_07","BETPAP","13","HF","BETPAP13_HF","CL2","15","12","chill2","BET",23,16,8.5,4,69.90211188,24.1303174603175,1.32876712328767,18.7042536298906
"712","BETPAP13_HF_09","BETPAP","13","HF","BETPAP13_HF","WL2","20","12","chill2","BET",27,14,8.5,4,69.90211188,24.1303174603175,1.32876712328767,18.7042536298906
"713","BETPAP13_HF_10","BETPAP","13","HF","BETPAP13_HF","WL0","20","12","chill0","BET",33,26,8.5,4,69.90211188,24.1303174603175,1.32876712328767,18.7042536298906
"714","BETPAP13_HF_11","BETPAP","13","HF","BETPAP13_HF","WS2","20","08","chill2","BET",NA,50,8.5,4,69.90211188,24.1303174603175,1.32876712328767,18.7042536298906
"715","BETPAP13_HF_12","BETPAP","13","HF","BETPAP13_HF","CL1","15","12","chill1","BET",30,13,8.5,4,69.90211188,24.1303174603175,1.32876712328767,18.7042536298906
"716","BETPAP14_HF_01","BETPAP","14","HF","BETPAP14_HF","CL1","15","12","chill1","BET",22,13,4,4,NA,22.5802877697842,2.24576271186441,18.0314116270706
"717","BETPAP14_HF_02","BETPAP","14","HF","BETPAP14_HF","WL0","20","12","chill0","BET",26,18,4,4,NA,22.5802877697842,2.24576271186441,18.0314116270706
"718","BETPAP14_HF_03","BETPAP","14","HF","BETPAP14_HF","WS0","20","08","chill0","BET",27,18,4,4,NA,22.5802877697842,2.24576271186441,18.0314116270706
"719","BETPAP14_HF_05","BETPAP","14","HF","BETPAP14_HF","CS1","15","08","chill1","BET",52,15,4,4,NA,22.5802877697842,2.24576271186441,18.0314116270706
"720","BETPAP14_HF_06","BETPAP","14","HF","BETPAP14_HF","WL2","20","12","chill2","BET",NA,NA,4,4,NA,22.5802877697842,2.24576271186441,18.0314116270706
"721","BETPAP14_HF_07","BETPAP","14","HF","BETPAP14_HF","CS0","15","08","chill0","BET",39,21,4,4,NA,22.5802877697842,2.24576271186441,18.0314116270706
"722","BETPAP14_HF_08","BETPAP","14","HF","BETPAP14_HF","WS2","20","08","chill2","BET",NA,NA,4,4,NA,22.5802877697842,2.24576271186441,18.0314116270706
"723","BETPAP14_HF_09","BETPAP","14","HF","BETPAP14_HF","CL0","15","12","chill0","BET",32,20,4,4,NA,22.5802877697842,2.24576271186441,18.0314116270706
"724","BETPAP14_HF_10","BETPAP","14","HF","BETPAP14_HF","CS2","15","08","chill2","BET",NA,NA,4,4,NA,22.5802877697842,2.24576271186441,18.0314116270706
"725","BETPAP14_HF_11","BETPAP","14","HF","BETPAP14_HF","WL1","20","12","chill1","BET",24,13,4,4,NA,22.5802877697842,2.24576271186441,18.0314116270706
"726","BETPAP14_HF_12","BETPAP","14","HF","BETPAP14_HF","CL2","15","12","chill2","BET",30,16,4,4,NA,22.5802877697842,2.24576271186441,18.0314116270706
"727","BETPAP15_HF_01","BETPAP","15","HF","BETPAP15_HF","CS2","15","08","chill2","BET",30,13,7.49,9.4,NA,25.4552678571429,1.42469135802469,25.0250046812413
"728","BETPAP15_HF_02","BETPAP","15","HF","BETPAP15_HF","WL1","20","12","chill1","BET",NA,NA,7.49,9.4,NA,25.4552678571429,1.42469135802469,25.0250046812413
"729","BETPAP15_HF_03","BETPAP","15","HF","BETPAP15_HF","WS0","20","08","chill0","BET",29,27,7.49,9.4,NA,25.4552678571429,1.42469135802469,25.0250046812413
"730","BETPAP15_HF_04","BETPAP","15","HF","BETPAP15_HF","WL0","20","12","chill0","BET",29,26,7.49,9.4,NA,25.4552678571429,1.42469135802469,25.0250046812413
"731","BETPAP15_HF_06","BETPAP","15","HF","BETPAP15_HF","CS1","15","08","chill1","BET",52,23,7.49,9.4,NA,25.4552678571429,1.42469135802469,25.0250046812413
"732","BETPAP15_HF_07","BETPAP","15","HF","BETPAP15_HF","CS0","15","08","chill0","BET",47,33,7.49,9.4,NA,25.4552678571429,1.42469135802469,25.0250046812413
"733","BETPAP15_HF_08","BETPAP","15","HF","BETPAP15_HF","WL2","20","12","chill2","BET",14,14,7.49,9.4,NA,25.4552678571429,1.42469135802469,25.0250046812413
"734","BETPAP15_HF_09","BETPAP","15","HF","BETPAP15_HF","WS2","20","08","chill2","BET",31,13,7.49,9.4,NA,25.4552678571429,1.42469135802469,25.0250046812413
"735","BETPAP15_HF_10","BETPAP","15","HF","BETPAP15_HF","CL0","15","12","chill0","BET",32,32,7.49,9.4,NA,25.4552678571429,1.42469135802469,25.0250046812413
"736","BETPAP15_HF_11","BETPAP","15","HF","BETPAP15_HF","CL2","15","12","chill2","BET",23,13,7.49,9.4,NA,25.4552678571429,1.42469135802469,25.0250046812413
"737","BETPAP15_HF_12","BETPAP","15","HF","BETPAP15_HF","CL1","15","12","chill1","BET",30,13,7.49,9.4,NA,25.4552678571429,1.42469135802469,25.0250046812413
"738","CORCOR01_HF_01","CORCOR","1","HF","CORCOR01_HF","WL0","20","12","chill0","COR",NA,NA,1.5,1,74.89511987,41.0914285714286,1.92,17.974649021836
"739","CORCOR01_HF_02","CORCOR","1","HF","CORCOR01_HF","WS0","20","08","chill0","COR",34,27,1.5,1,74.89511987,41.0914285714286,1.92,17.974649021836
"740","CORCOR01_HF_03","CORCOR","1","HF","CORCOR01_HF","CL0","15","12","chill0","COR",NA,NA,1.5,1,74.89511987,41.0914285714286,1.92,17.974649021836
"741","CORCOR01_HF_04","CORCOR","1","HF","CORCOR01_HF","CS0","15","08","chill0","COR",68,33,1.5,1,74.89511987,41.0914285714286,1.92,17.974649021836
"742","CORCOR05_SH_01","CORCOR","5","SH","CORCOR05_SH","CS0","15","08","chill0","COR",39,13,0.75,1.6,39.94406393,28.5537931034483,1.85135135135135,19.2753140158632
"743","CORCOR05_SH_02","CORCOR","5","SH","CORCOR05_SH","CL0","15","12","chill0","COR",29,20,0.75,1.6,39.94406393,28.5537931034483,1.85135135135135,19.2753140158632
"744","CORCOR05_SH_03","CORCOR","5","SH","CORCOR05_SH","WL0","20","12","chill0","COR",6,6,0.75,1.6,39.94406393,28.5537931034483,1.85135135135135,19.2753140158632
"745","CORCOR05_SH_04","CORCOR","5","SH","CORCOR05_SH","WS0","20","08","chill0","COR",27,18,0.75,1.6,39.94406393,28.5537931034483,1.85135135135135,19.2753140158632
