collected.by,site,species,indiv.no,leaf.no,area
slh,kl,betpap,9,1,21.295
slh,kl,betpap,9,2,33.79
slh,kl,betpap,9,3,27.039
slh,kl,betpap,9,4,20.602
slh,kl,betpap,9,5,33.868
slh,kl,betpap,10,1,46.126
slh,kl,betpap,10,2,37.557
slh,kl,betpap,10,3,31.642
slh,kl,betpap,10,4,33.097
slh,kl,betpap,10,5,47.077
slh,kl,betpap,12,1,23.905
slh,kl,betpap,12,2,25.242
slh,kl,betpap,12,3,35.782
slh,kl,betpap,12,4,19.465
slh,kl,betpap,12,5,26.361
slh,kl,corsto,2,1,22.993
slh,kl,corsto,2,2,28.723
slh,kl,corsto,2,3,30.66
slh,kl,corsto,2,4,24.624
slh,kl,corsto,2,5,26.149
slh,kl,popbal,10,1,32.751
slh,kl,popbal,10,2,32.59
slh,kl,popbal,10,3,19.775
slh,kl,popbal,10,4,24.567
slh,kl,popbal,10,5,31.142
slh,kl,popbal,11,1,55.464
slh,kl,popbal,11,2,41.429
slh,kl,popbal,11,3,63.697
slh,kl,popbal,11,4,75.193
slh,kl,popbal,11,5,78.988
slh,kl,poptre,5,1,16.45
slh,kl,poptre,5,2,13.858
slh,kl,poptre,5,3,10.861
slh,kl,poptre,5,4,11.382
slh,kl,poptre,5,5,8.698
slh,kl,poptre,6,1,15.38
slh,kl,poptre,6,2,17.285
slh,kl,poptre,6,3,16.632
slh,kl,poptre,6,4,17.96
slh,kl,poptre,6,5,14.762
slh,kl,poptre,7,1,7.795
slh,kl,poptre,7,2,11.357
slh,kl,poptre,7,3,6.239
slh,kl,poptre,7,4,7.14
slh,kl,poptre,7,5,9.974
slh,kl,riblac,10,1,40.369
slh,kl,riblac,10,2,21.991
slh,kl,riblac,10,3,18.409
slh,kl,riblac,10,4,28.867
slh,kl,riblac,10,5,32.729
slh,kl,riblac,11,1,5.86
slh,kl,riblac,11,2,8.832
slh,kl,riblac,11,3,5.115
slh,kl,riblac,11,4,3.326
slh,kl,riblac,11,5,3.307
slh,kl,rosgym,12,1,49.094
slh,kl,rosgym,12,2,38.664
slh,kl,rosgym,12,3,40.382
slh,kl,rosgym,12,4,33.972
slh,kl,rosgym,12,5,26.972
slh,kl,rubida,3,1,90.899
slh,kl,rubida,3,2,69.538
slh,kl,rubida,3,3,103.428
slh,kl,rubida,3,4,90.462
slh,kl,rubida,3,5,95.023
slh,kl,rubpar,12,1,317.945
slh,kl,rubpar,12,2,202.26
slh,kl,rubpar,12,3,109.829
slh,kl,rubpar,12,4,273.839
slh,kl,rubpar,12,5,344.551
slh,kl,spibet,12,1,11.777
slh,kl,spibet,12,2,11.237
slh,kl,spibet,12,3,11.188
slh,kl,spibet,12,4,15.747
slh,kl,spibet,12,5,9.841
slh,kl,symalb,12,1,5.4
slh,kl,symalb,12,2,4.607
slh,kl,symalb,12,3,4.345
slh,kl,symalb,12,4,4.912
slh,kl,symalb,12,5,3.581
slh,kl,alnrub,3,1,28.925
slh,kl,alnrub,3,2,30.516
slh,kl,alnrub,3,3,26.01
slh,kl,alnrub,3,4,31.798
slh,kl,alnrub,3,5,27.104
slh,kl,alnrub,5,1,27.423
slh,kl,alnrub,5,2,27.832
slh,kl,alnrub,5,3,19.581
slh,kl,alnrub,5,4,29.48
slh,kl,alnrub,5,5,19.763
slh,kl,rosgym,11,1,35.66
slh,kl,rosgym,11,2,37.726
slh,kl,rosgym,11,3,17.612
slh,kl,rosgym,11,4,29.57
slh,kl,rosgym,11,5,25.138
slh,kl,amealn,1,1,46.828
slh,kl,amealn,1,2,22.657
slh,kl,amealn,1,3,18.725
slh,kl,amealn,1,4,38.635
slh,kl,amealn,1,5,29.978
slh,kl,amealn,2,1,20.649
slh,kl,amealn,2,2,15.455
slh,kl,amealn,2,3,17.37
slh,kl,amealn,2,4,11.908
slh,kl,amealn,2,5,18.63
slh,kl,amealn,3,1,16.072
slh,kl,amealn,3,2,15.452
slh,kl,amealn,3,3,16.468
slh,kl,amealn,3,4,11.238
slh,kl,amealn,3,5,17.03
slh,kl,betpap,13,1,19.351
slh,kl,betpap,13,2,21.666
slh,kl,betpap,13,3,24.271
slh,kl,betpap,13,4,14.718
slh,kl,betpap,13,5,15.41
slh,kl,loninv,1,1,28.174
slh,kl,loninv,1,2,31.279
slh,kl,loninv,1,3,27.243
slh,kl,loninv,1,4,22.4
slh,kl,loninv,1,5,35.89
slh,kl,loninv,2,1,25.96
slh,kl,loninv,2,2,40.401
slh,kl,loninv,2,3,15.173
slh,kl,loninv,2,4,16.54
slh,kl,loninv,2,5,22.558
slh,kl,popbal,1,1,31.385
slh,kl,popbal,1,2,39.672
slh,kl,popbal,1,3,55.779
slh,kl,popbal,1,4,46.524
slh,kl,popbal,1,5,38.177
slh,kl,poptre,8,1,10.141
slh,kl,poptre,8,2,11.411
slh,kl,poptre,8,3,18.386
slh,kl,poptre,8,4,11.224
slh,kl,poptre,8,5,10.746
slh,kl,poptre,9,1,16.122
slh,kl,poptre,9,2,16.134
slh,kl,poptre,9,3,14.072
slh,kl,poptre,9,4,15.767
slh,kl,poptre,9,5,16.079
slh,kl,poptre,10,1,16.617
slh,kl,poptre,10,2,10.402
slh,kl,poptre,10,3,6.367
slh,kl,poptre,10,4,12.404
slh,kl,poptre,10,5,8.449
slh,kl,riblac,1,1,13.722
slh,kl,riblac,1,2,13.147
slh,kl,riblac,1,3,6.245
slh,kl,riblac,1,4,13.619
slh,kl,riblac,1,5,9.713
slh,kl,riblac,2,1,19.412
slh,kl,riblac,2,2,10.504
slh,kl,riblac,2,3,9.336
slh,kl,riblac,2,4,13.573
slh,kl,riblac,2,5,16.91
slh,kl,riblac,13,1,12.395
slh,kl,riblac,13,2,13.278
slh,kl,riblac,13,3,13.878
slh,kl,riblac,13,4,12.176
slh,kl,riblac,13,5,10.612
slh,kl,rosgym,1,1,48.42
slh,kl,rosgym,1,2,62.326
slh,kl,rosgym,1,3,43.856
slh,kl,rosgym,2,1,27.296
slh,kl,rosgym,2,2,33.143
slh,kl,rosgym,2,3,56.785
slh,kl,rosgym,2,4,20.349
slh,kl,rosgym,2,5,29.278
slh,kl,rubida,5,1,50.372
slh,kl,rubida,5,2,20.828
slh,kl,rubida,5,3,19.528
slh,kl,rubida,5,4,40.543
slh,kl,rubida,5,5,31.541
slh,kl,rubida,7,1,17.067
slh,kl,rubida,7,2,14.474
slh,kl,rubida,7,3,19.552
slh,kl,rubida,7,4,9.26
slh,kl,rubida,7,5,10.654
slh,kl,rubpar,1,1,164.07
slh,kl,rubpar,1,2,199.192
slh,kl,rubpar,1,3,343.705
slh,kl,rubpar,1,4,137.889
slh,kl,rubpar,1,5,360.205
slh,kl,shecan,1,1,16.573
slh,kl,shecan,1,2,12.407
slh,kl,shecan,1,3,9.393
slh,kl,shecan,1,4,11.699
slh,kl,shecan,1,5,16.258
slh,kl,shecan,3,1,14.743
slh,kl,shecan,3,2,17.162
slh,kl,shecan,3,3,10.835
slh,kl,shecan,3,4,16.844
slh,kl,shecan,3,5,9.168
slh,kl,shecan,4,1,8.106
slh,kl,shecan,4,2,6.13
slh,kl,shecan,4,3,7.419
slh,kl,shecan,4,4,9.778
slh,kl,shecan,4,5,10.119
slh,kl,symalb,1,1,5.88
slh,kl,symalb,1,2,6.567
slh,kl,symalb,1,3,8.353
slh,kl,symalb,1,4,6.491
slh,kl,symalb,1,5,5.172
slh,kl,symalb,2,1,13.454
slh,kl,symalb,2,2,6.783
slh,kl,symalb,2,3,8.886
slh,kl,symalb,2,4,5.839
slh,kl,symalb,2,5,7.337
slh,mp,acegla,1,1,37.995
slh,mp,acegla,1,2,33.987
slh,mp,acegla,1,3,37.558
slh,mp,acegla,1,4,35.273
slh,mp,acegla,1,5,33.321
slh,mp,acegla,11,1,35.934
slh,mp,acegla,11,2,55.706
slh,mp,acegla,11,3,36.493
slh,mp,acegla,11,4,42.572
slh,mp,acegla,11,5,44.466
slh,mp,alninc,1,1,31.799
slh,mp,alninc,1,2,42.536
slh,mp,alninc,1,3,30.22
slh,mp,alninc,1,4,30.741
slh,mp,alninc,1,5,36.578
slh,mp,alninc,5,1,33.684
slh,mp,alninc,5,2,33.44
slh,mp,alninc,5,3,25.276
slh,mp,alninc,5,4,29.603
slh,mp,alninc,5,5,28.524
slh,mp,alnrub,7,1,24.623
slh,mp,alnrub,7,2,36.396
slh,mp,alnrub,7,3,25.662
slh,mp,alnrub,7,4,27.928
slh,mp,alnrub,7,5,40.733
slh,mp,alnvir,6,1,25.41
slh,mp,alnvir,6,2,35.71
slh,mp,alnvir,6,3,40.999
slh,mp,alnvir,6,4,22.975
slh,mp,alnvir,6,5,38.985
slh,mp,amealn,4,1,11.167
slh,mp,amealn,4,2,11.141
slh,mp,amealn,4,3,4.989
slh,mp,amealn,4,4,8.3
slh,mp,amealn,4,5,12.091
slh,mp,amealn,9,1,11.827
slh,mp,amealn,9,2,15.891
slh,mp,amealn,9,3,12.139
slh,mp,amealn,9,4,13.152
slh,mp,amealn,9,5,10.56
slh,mp,amealn,10,1,14.747
slh,mp,amealn,10,2,19.106
slh,mp,amealn,10,3,13.062
slh,mp,amealn,10,4,15.294
slh,mp,amealn,10,5,18.354
slh,mp,amealn,12,1,13.187
slh,mp,amealn,12,2,9.835
slh,mp,amealn,12,3,11.821
slh,mp,amealn,12,4,14.505
slh,mp,amealn,12,5,11.179
slh,mp,corsto,6,1,17.378
slh,mp,corsto,6,2,20.213
slh,mp,corsto,6,3,16.466
slh,mp,corsto,6,4,31.975
slh,mp,corsto,6,5,19.613
slh,mp,corsto,10,1,43.36
slh,mp,corsto,10,2,40.778
slh,mp,corsto,10,3,22.482
slh,mp,corsto,10,4,25.879
slh,mp,corsto,10,5,27.568
slh,mp,corsto,20,1,88.132
slh,mp,corsto,20,2,43.148
slh,mp,corsto,20,3,104.205
slh,mp,corsto,20,4,40.229
slh,mp,corsto,20,5,32.486
slh,mp,loninv,6,1,24.009
slh,mp,loninv,6,2,27.552
slh,mp,loninv,6,3,18.097
slh,mp,loninv,6,4,23.532
slh,mp,loninv,6,5,26.69
slh,mp,menfer,1,1,7.698
slh,mp,menfer,1,2,9.464
slh,mp,menfer,1,3,8.262
slh,mp,menfer,1,4,7.914
slh,mp,menfer,1,5,11.902
slh,mp,menfer,4,1,9.641
slh,mp,menfer,4,2,9.573
slh,mp,menfer,4,3,6.885
slh,mp,menfer,4,4,8.186
slh,mp,menfer,4,5,7.514
slh,mp,menfer,8,1,4.358
slh,mp,menfer,8,2,6.27
slh,mp,menfer,8,3,7.506
slh,mp,menfer,8,4,6.203
slh,mp,menfer,8,5,8.135
slh,mp,menfer,9,1,11.847
slh,mp,menfer,9,2,9.996
slh,mp,menfer,9,3,7.763
slh,mp,menfer,9,4,9.498
slh,mp,menfer,9,5,6.655
slh,mp,menfer,12,1,8.752
slh,mp,menfer,12,2,7.192
slh,mp,menfer,12,3,6.043
slh,mp,menfer,12,4,8.376
slh,mp,menfer,12,5,9.625
slh,mp,popbal,11,1,49.24
slh,mp,popbal,11,2,35.238
slh,mp,popbal,11,3,46.63
slh,mp,popbal,11,4,58.89
slh,mp,popbal,11,5,49.278
slh,mp,poptre,5,1,10.507
slh,mp,poptre,5,2,11.973
slh,mp,poptre,5,3,8.318
slh,mp,poptre,5,4,9.952
slh,mp,poptre,5,5,10.752
slh,mp,poptre,8,1,16.245
slh,mp,poptre,8,2,11.9
slh,mp,poptre,8,3,12.235
slh,mp,poptre,8,4,8.886
slh,mp,poptre,8,5,12.127
slh,mp,rhoalb,4,1,17.46
slh,mp,rhoalb,4,2,14.798
slh,mp,rhoalb,4,3,14.316
slh,mp,rhoalb,4,4,17.474
slh,mp,rhoalb,4,5,11.973
slh,mp,rhoalb,8,1,13.313
slh,mp,rhoalb,8,2,15.773
slh,mp,rhoalb,8,3,11.252
slh,mp,rhoalb,8,4,16.582
slh,mp,rhoalb,8,5,7.081
slh,mp,rhoalb,10,1,7.294
slh,mp,rhoalb,10,2,12.342
slh,mp,rhoalb,10,3,12.862
slh,mp,rhoalb,10,4,11.464
slh,mp,rhoalb,10,5,13.938
slh,mp,riblac,2,1,20.198
slh,mp,riblac,2,2,15.564
slh,mp,riblac,2,3,14.345
slh,mp,riblac,2,4,20.714
slh,mp,riblac,2,5,12.467
slh,mp,rosgym,1,1,23.086
slh,mp,rosgym,1,2,17.391
slh,mp,rosgym,1,3,28.16
slh,mp,rosgym,1,4,18.803
slh,mp,rosgym,1,5,19.094
af,KL,Acegla,11,1,27.086
af,KL,Acegla,11,2,21.543
af,KL,Acegla,11,3,27.337
af,KL,Acegla,11,4,19.231
af,KL,Acegla,11,5,30.24
af,KL,Corsto,13,1,28.405
af,KL,Corsto,13,2,21.164
af,KL,Corsto,13,3,29.353
af,KL,Corsto,13,4,29.24
af,KL,Corsto,13,5,36.849
af,KL,Rhoalb,3,1,23.987
af,KL,Rhoalb,3,2,24.025
af,KL,Rhoalb,3,3,28.658
af,KL,Rhoalb,3,4,20.556
af,KL,Rhoalb,3,5,29.624
af,KL,Rhoalb,4,1,8.459
af,KL,Rhoalb,4,2,9.062
af,KL,Rhoalb,4,3,14.762
af,KL,Rhoalb,4,4,15.863
af,KL,Rhoalb,4,5,12.088
af,KL,Rhoalb,5,1,15.696
af,KL,Rhoalb,5,2,18.896
af,KL,Rhoalb,5,3,12.577
af,KL,Rhoalb,5,4,9.453
af,KL,Rhoalb,5,5,11.637
af,KL,Rhoalb,6,1,8.964
af,KL,Rhoalb,6,2,17.397
af,KL,Rhoalb,6,3,11.368
af,KL,Rhoalb,6,4,12.702
af,KL,Rhoalb,6,5,8.237
af,KL,Rhoalb,7,1,17.822
af,KL,Rhoalb,7,2,18.381
af,KL,Rhoalb,7,3,17.027
af,KL,Rhoalb,7,4,20.293
af,KL,Rhoalb,7,5,20.224
af,KL,Rhoalb,8,1,7.726
af,KL,Rhoalb,8,2,5.065
af,KL,Rhoalb,8,3,5.5
af,KL,Rhoalb,8,4,7.006
af,KL,Rhoalb,8,5,12.601
af,KL,Rhoalb,9,1,24.914
af,KL,Rhoalb,9,2,20.138
af,KL,Rhoalb,9,3,17.026
af,KL,Rhoalb,9,4,18.391
af,KL,Rhoalb,9,5,22.947
af,KL,Rhoalb,10,1,14.583
af,KL,Rhoalb,10,2,15.297
af,KL,Rhoalb,10,3,15.347
af,KL,Rhoalb,10,4,14.064
af,KL,Rhoalb,10,5,13.685
af,KL,Vacmem,11,1,9.062
af,KL,Vacmem,11,2,8.311
af,KL,Vacmem,11,3,9.373
af,KL,Vacmem,11,4,8.08
af,KL,Vacmem,11,5,9.116
af,sm,Acegla,7,1,50.903
af,sm,Acegla,7,2,44.146
af,sm,Acegla,7,3,91.139
af,sm,Acegla,7,4,55.207
af,sm,Acegla,7,5,94.061
af,sm,Acegla,14,1,42.788
af,sm,Acegla,14,2,43.304
af,sm,Acegla,14,3,40.504
af,sm,Acegla,14,4,28.64
af,sm,Acegla,14,5,25.953
af,sm,Alninc,1,1,32.672
af,sm,Alninc,1,2,32.686
af,sm,Alninc,1,3,28.563
af,sm,Alninc,1,4,44.351
af,sm,Alninc,1,5,31.718
af,sm,Alninc,3,1,
af,sm,Alninc,3,2,
af,sm,Alninc,3,3,
af,sm,Alninc,3,4,
af,sm,Alninc,3,5,
af,sm,Alninc,4,1,14.526
af,sm,Alninc,4,2,13.212
af,sm,Alninc,4,3,14.962
af,sm,Alninc,4,4,12.978
af,sm,Alninc,4,5,15.708
af,sm,Alninc,5,1,34.496
af,sm,Alninc,5,2,32.826
af,sm,Alninc,5,3,33.837
af,sm,Alninc,5,4,20.772
af,sm,Alninc,5,5,28.971
af,sm,Betpap,5,1,22.08
af,sm,Betpap,5,2,20.815
af,sm,Betpap,5,3,17.479
af,sm,Betpap,5,4,17.561
af,sm,Betpap,5,5,22.765
af,sm,Betpap,6,1,18.576
af,sm,Betpap,6,2,22.231
af,sm,Betpap,6,3,21.307
af,sm,Betpap,6,4,19.904
af,sm,Betpap,6,5,17.106
af,sm,Corsto,7,1,38.974
af,sm,Corsto,7,2,18.969
af,sm,Corsto,7,3,47.292
af,sm,Corsto,7,4,40.2
af,sm,Corsto,7,5,39.875
af,sm,Corsto,8,1,45.261
af,sm,Corsto,8,2,24.691
af,sm,Corsto,8,3,19.933
af,sm,Corsto,8,4,20.236
af,sm,Corsto,8,5,22.545
af,sm,Corsto,12,1,62.473
af,sm,Corsto,12,2,88.871
af,sm,Corsto,12,3,88.293
af,sm,Corsto,12,4,38.658
af,sm,Corsto,12,5,67.536
af,sm,Loninv,3,1,25.514
af,sm,Loninv,3,2,34.737
af,sm,Loninv,3,3,39.949
af,sm,Loninv,3,4,48.459
af,sm,Loninv,3,5,45.311
af,sm,Rubpar,8,1,286.693
af,sm,Rubpar,8,2,121.449
af,sm,Rubpar,8,3,124.483
af,sm,Rubpar,8,4,193.959
af,sm,Rubpar,8,5,146.801
af,sm,Rubpar,9,1,259.737
af,sm,Rubpar,9,2,214.113
af,sm,Rubpar,9,3,94.361
af,sm,Rubpar,9,4,177.123
af,sm,Rubpar,9,5,274.132
af,sm,Shecan,9,1,15.819
af,sm,Shecan,9,2,17.089
af,sm,Shecan,9,3,14.167
af,sm,Shecan,9,4,15.776
af,sm,Shecan,9,5,7.792
af,sm,Shecan,10,1,12.708
af,sm,Shecan,10,2,18.001
af,sm,Shecan,10,3,13.711
af,sm,Shecan,10,4,7.961
af,sm,Shecan,10,5,17.918
af,sm,Shecan,11,1,7.67
af,sm,Shecan,11,2,10.067
af,sm,Shecan,11,3,12.78
af,sm,Shecan,11,4,6.887
af,sm,Shecan,11,5,7.283
af,sm,Shecan,12,1,7.567
af,sm,Shecan,12,2,16.736
af,sm,Shecan,12,3,9.038
af,sm,Shecan,12,4,8.094
af,sm,Shecan,12,5,6.676
af,sm,Spipyr,1,1,12.469
af,sm,Spipyr,1,2,12.982
af,sm,Spipyr,1,3,14.931
af,sm,Spipyr,1,4,11.736
af,sm,Spipyr,1,5,10.731
af,sm,Spipyr,2,1,9.903
af,sm,Spipyr,2,2,7.356
af,sm,Spipyr,2,3,11.176
af,sm,Spipyr,2,4,11.58
af,sm,Spipyr,2,5,7.63
af,sm,Spipyr,4,1,12.348
af,sm,Spipyr,4,2,11.546
af,sm,Spipyr,4,3,9.952
af,sm,Spipyr,4,4,9.563
af,sm,Spipyr,4,5,10.668
af,sm,Spipyr,5,1,9.321
af,sm,Spipyr,5,2,8.431
af,sm,Spipyr,5,3,9.346
af,sm,Spipyr,5,4,11.251
af,sm,Spipyr,5,5,9.273
af,sm,Spipyr,8,1,16.929
af,sm,Spipyr,8,2,11.197
af,sm,Spipyr,8,3,13.126
af,sm,Spipyr,8,4,13.126
af,sm,Spipyr,8,5,19.015
af,sm,Spipyr,9,1,20.212
af,sm,Spipyr,9,2,21.316
af,sm,Spipyr,9,3,16.868
af,sm,Spipyr,9,4,19.523
af,sm,Spipyr,9,5,23.143
af,sm,Spipyr,10,1,21.532
af,sm,Spipyr,10,2,19.172
af,sm,Spipyr,10,3,21.942
af,sm,Spipyr,10,4,20.391
af,sm,Spipyr,10,5,19.058
af,sm,Alnvir,2,1,32.651
af,sm,Alnvir,2,2,27.654
af,sm,Alnvir,2,3,26.406
af,sm,Alnvir,2,4,25.804
af,sm,Alnvir,2,5,25.226
af,sm,Alnvir,10,1,29.081
af,sm,Alnvir,10,2,22.351
af,sm,Alnvir,10,3,25.05
af,sm,Alnvir,10,4,27.389
af,sm,Alnvir,10,5,25.226
af,sm,Alnvir,11,1,41.837
af,sm,Alnvir,11,2,32.574
af,sm,Alnvir,11,3,27.574
af,sm,Alnvir,11,4,43.271
af,sm,Alnvir,11,5,41.922
af,sm,Loninv,4,1,19.822
af,sm,Loninv,4,2,26.443
af,sm,Loninv,4,3,23.174
af,sm,Loninv,4,4,11.796
af,sm,Loninv,4,5,19.222
af,sm,Menfer,6,1,5.3
af,sm,Menfer,6,2,4.848
af,sm,Menfer,6,3,4.21
af,sm,Menfer,6,4,4.552
af,sm,Menfer,6,5,4.4
af,sm,Poptre,15,1,13.775
af,sm,Poptre,15,2,11.326
af,sm,Poptre,15,3,12.267
af,sm,Poptre,15,4,12.839
af,sm,Poptre,15,5,14.029
af,sm,Poptre,16,1,11.052
af,sm,Poptre,16,2,10.59
af,sm,Poptre,16,3,12.779
af,sm,Poptre,16,4,10.456
af,sm,Poptre,16,5,13.01
af,sm,Poptre,17,1,13.515
af,sm,Poptre,17,2,11.706
af,sm,Poptre,17,3,9.697
af,sm,Poptre,17,4,10.431
af,sm,Poptre,17,5,8.967
af,sm,Riblac,5,1,12.968
af,sm,Riblac,5,2,17.241
af,sm,Riblac,5,3,16.041
af,sm,Riblac,5,4,19.787
af,sm,Riblac,5,5,22.891
af,sm,Riblac,7,1,26.5
af,sm,Riblac,7,2,16.611
af,sm,Riblac,7,3,23.079
af,sm,Riblac,7,4,36.844
af,sm,Riblac,7,5,24.142
af,sm,Rubida,12,1,21.799
af,sm,Rubida,12,2,28.525
af,sm,Rubida,12,3,22.263
af,sm,Rubida,12,4,28.151
af,sm,Rubida,12,5,23.712
af,sm,Rubpar,1,1,130.828
af,sm,Rubpar,1,2,81.224
af,sm,Rubpar,1,3,85.139
af,sm,Rubpar,1,4,131.888
af,sm,Rubpar,1,1,113.997
af,sm,Rubpar,2,1,72.054
af,sm,Rubpar,2,2,110.45
af,sm,Rubpar,2,3,135.654
af,sm,Rubpar,2,4,108.912
af,sm,Rubpar,2,5,169.392
af,sm,Rubpar,3,1,185.491
af,sm,Rubpar,3,2,116.379
af,sm,Rubpar,3,3,117.708
af,sm,Rubpar,3,4,106.691
af,sm,Rubpar,3,5,106.734
af,sm,Vacmem,1,1,5.802
af,sm,Vacmem,1,2,6.904
af,sm,Vacmem,1,3,8.854
af,sm,Vacmem,1,4,8.158
af,sm,Vacmem,1,5,5.175
af,sm,Vacmem,4,1,6.087
af,sm,Vacmem,4,2,5.998
af,sm,Vacmem,4,3,5.552
af,sm,Vacmem,4,4,4.421
af,sm,Vacmem,4,5,5.847
af,sm,Acegla,3,1,58.984
af,sm,Acegla,3,2,55.415
af,sm,Acegla,3,3,55.857
af,sm,Acegla,3,4,74.353
af,sm,Acegla,3,5,77.942
af,sm,Alnvir,19,1,42.973
af,sm,Alnvir,19,2,27.175
af,sm,Alnvir,19,3,24.463
af,sm,Alnvir,19,4,16.91
af,sm,Alnvir,19,5,24.761
af,sm,Alnvir,20,1,29.049
af,sm,Alnvir,20,2,33.295
af,sm,Alnvir,20,3,20.915
af,sm,Alnvir,20,4,27.985
af,sm,Alnvir,20,5,37.702
af,sm,Loninv,5,1,30.801
af,sm,Loninv,5,2,29.746
af,sm,Loninv,5,3,30.44
af,sm,Loninv,5,4,30.28
af,sm,Loninv,5,5,26.905
af,sm,Loninv,11,1,20.352
af,sm,Loninv,11,2,19.415
af,sm,Loninv,11,3,12.711
af,sm,Loninv,11,4,14.802
af,sm,Loninv,11,5,12.632
af,sm,Menfer,10,1,6.048
af,sm,Menfer,10,2,5.88
af,sm,Menfer,10,3,6.163
af,sm,Menfer,10,4,6.389
af,sm,Menfer,10,5,5.728
af,sm,Menfer,11,1,6.933
af,sm,Menfer,11,2,9.538
af,sm,Menfer,11,3,11.569
af,sm,Menfer,11,4,7.342
af,sm,Menfer,11,5,5.36
af,sm,Menfer,12,1,7.503
af,sm,Menfer,12,2,7.121
af,sm,Menfer,12,3,5.11
af,sm,Menfer,12,4,5.62
af,sm,Menfer,12,5,5.797
af,sm,Menfer,13,1,4.499
af,sm,Menfer,13,2,5.552
af,sm,Menfer,13,3,4.471
af,sm,Menfer,13,4,5.035
af,sm,Menfer,13,5,5.724
af,sm,Menfer,14,1,6.197
af,sm,Menfer,14,2,6.772
af,sm,Menfer,14,3,6.274
af,sm,Menfer,14,4,5.776
af,sm,Menfer,14,5,3.86
af,sm,Riblac,8,1,
af,sm,Riblac,8,2,
af,sm,Riblac,8,3,
af,sm,Riblac,8,4,
af,sm,Riblac,8,5,
af,sm,Rubida,5,1,50.256
af,sm,Rubida,5,2,44.259
af,sm,Rubida,5,3,55.109
af,sm,Rubida,5,4,45.673
af,sm,Rubida,5,5,51.066
af,sm,Symalb,2,1,15.811
af,sm,Symalb,2,2,9.18
af,sm,Symalb,2,3,10.32
af,sm,Symalb,2,4,11.275
af,sm,Symalb,2,5,10.327
af,sm,Vacmem,8,1,5.244
af,sm,Vacmem,8,2,3.926
af,sm,Vacmem,8,3,5.072
af,sm,Vacmem,8,4,6.469
af,sm,Vacmem,8,5,5.121
af,sm,Vacmem,9,1,7.92
af,sm,Vacmem,9,2,5.289
af,sm,Vacmem,9,3,6.02
af,sm,Vacmem,9,4,4.954
af,sm,Vacmem,9,5,4.769
af,sm,Vacmem,10,1,6.479
af,sm,Vacmem,10,2,6.439
af,sm,Vacmem,10,3,9.364
af,sm,Vacmem,10,4,7.393
af,sm,Vacmem,10,5,6.68
dl,mp,Vacmem,3,1,8.26
dl,mp,Vacmem,3,2,11.462
dl,mp,Vacmem,3,3,12.249
dl,mp,Vacmem,3,4,9.538
dl,mp,Vacmem,3,5,9.11
dl,af,Shecan,1,1,1.914
dl,af,Shecan,1,2,1.152
dl,af,Shecan,1,3,0.973
dl,af,Shecan,1,4,1.795
dl,af,Shecan,1,5,1.397
dl,mp,Riblac,5,1,19.052
dl,mp,Riblac,5,2,16.505
dl,mp,Riblac,5,3,24.707
dl,mp,Riblac,5,4,25.069
dl,mp,Riblac,5,5,19.668
dl,af,Betpap,2_june12,1,27.471
dl,af,Betpap,2_june12,2,39.306
dl,af,Betpap,2_june12,3,29.889
dl,af,Betpap,2_june12,4,27.816
dl,af,Betpap,2_june12,5,32.368
dl,af,Loninv,3_June12,1,24.138
dl,af,Loninv,3_June12,2,26.651
dl,af,Loninv,3_June12,5,30.09
dl,af,Loninv,3_June12,6,29.964
dl,af,Loninv,3_June12,7,31.042
dl,af,Rubpar,,1,86.526
dl,af,Rubpar,,2,65.445
dl,af,Rubpar,,3,75.538
dl,af,Rubpar,,4,168.152
dl,af,Rubpar,,5,248.746
dl,KL,Riblac,12_2,1,11.17
dl,KL,Riblac,12_2,2,9.785
dl,KL,Riblac,12_2,3,10.684
dl,KL,Riblac,12_2,4,13.601
dl,KL,Riblac,12_2,5,11.884
dl,KL,Sorsco,10,1,78.206
dl,KL,Sorsco,10,2,52.879
dl,KL,Sorsco,10,3,53.987
dl,KL,Sorsco,10,4,58.232
dl,KL,Sorsco,10,5,50.794
dl,KL,Sorsco,5,1,54.419
dl,KL,Sorsco,5,2,66.291
dl,KL,Sorsco,5,3,44.078
dl,KL,Sorsco,5,4,46.24
dl,KL,Sorsco,5,5,79.327
dl,KL,Sorsco,4,1,72.297
dl,KL,Sorsco,4,2,46.078
dl,KL,Sorsco,4,3,53.945
dl,KL,Sorsco,4,4,46.752
dl,KL,Sorsco,4,5,58.858
dl,KL,Sorsco,3,1,114.444
dl,KL,Sorsco,3,2,80.616
dl,KL,Sorsco,3,3,51.259
dl,KL,Sorsco,3,4,75.596
dl,KL,Sorsco,3,5,57.489
dl,KL,Sorsco,1,1,58.679
dl,KL,Sorsco,1,2,79.334
dl,KL,Sorsco,1,3,73.77
dl,KL,Sorsco,1,4,61.969
dl,KL,Sorsco,1,5,67.005
dl,KL,Sorsco,2,1,116.653
dl,KL,Sorsco,2,2,108.683
dl,KL,Sorsco,2,3,57.909
dl,KL,Sorsco,2,4,94.564
dl,KL,Sorsco,2,5,90.675
dl,KL,Samrac,10,1,742.736
dl,KL,Samrac,10,2,731.084
dl,KL,Samrac,10,3,1181.438
dl,KL,Samrac,10,4,761.66
dl,KL,Samrac,10,5,886.692
dl,KL,Sorsco,9,1,81.359
dl,KL,Sorsco,9,2,97.264
