date,site,species,no,vol
01-Jun,sm,alninc,1,5.33
01-Jun,sm,alninc,2,4.94
01-Jun,sm,alninc,3,5.5
01-Jun,sm,alninc,4,5.06
01-Jun,sm,alninc,5,5.68
30-May,sm,alninc,8,2
05-Jun,sm,alninc,19,5.82
05-Jun,sm,alninc,20,5.46
03-Jun,sm,alninc,1_June3,2.13
30-May,sm,alnvir,1,3.31
03-Jun,sm,alnvir,2,2.36
04-Jun,sm,alnvir,6,2.51
30-May,sm,alnvir,7,3.32
29-May,sm,alnvir,8,2
03-Jun,sm,alnvir,9,2.55
03-Jun,sm,alnvir,10,2.63
05-Jun,sm,alnvir,16,2.51
05-Jun,sm,alnvir,17,2.34
05-Jun,sm,alnvir,18,2.8
04-Jun,sm,alnvir,19,2.35
04-Jun,sm,alnvir,20,2.83
03-Jun,sm,alnvir,1_June3,2.55
03-Jun,sm,alnvir,2_2,3.25
31-May,sm,amealn,1,2.83
29-May,sm,amealn,2,3
31-May,sm,amealn,3,1.56
31-May,sm,amealn,4,2.93
31-May,sm,amealn,5,3.45
31-May,sm,amealn,6,2.66
31-May,sm,amealn,7,2.73
29-May,sm,amealn,9,4.56
29-May,sm,amealn,10,3.14
29-May,sm,amealn,8,3.07
31-May,sm,betpap,1,2.57
30-May,sm,betpap,2,3.72
30-May,sm,betpap,4,2.63
01-Jun,sm,betpap,5,3.09
01-Jun,sm,betpap,6,1.91
30-May,sm,betpap,7,3.37
29-May,sm,betpap,8,4.12
29-May,sm,betpap,9,3.09
29-May,sm,betpap,10,3.51
29-May,sm,betpap,13,3.88
01-Jun,sm,betpap,7_2,3.19
30-May,sm,corsto,2,2.49
30-May,sm,corsto,3,2.53
30-May,sm,corsto,4,2.77
30-May,sm,corsto,5,4.17
01-Jun,sm,corsto,6,1.71
01-Jun,sm,corsto,7,3.99
01-Jun,sm,corsto,8,1.39
01-Jun,sm,corsto,10,1.57
29-May,sm,corsto,11,3.08
01-Jun,sm,corsto,12,2.7
01-Jun,sm,corsto,13,4.32
01-Jun,sm,corsto,14,2.52
31-May,sm,loninv,1,2.53
31-May,sm,loninv,2,1.66
01-Jun,sm,loninv,3,2.4
03-Jun,sm,loninv,4,2.23
04-Jun,sm,loninv,5,1.17
29-May,sm,loninv,6,2.41
30-May,sm,loninv,7,4.59
30-May,sm,loninv,8,2.07
30-May,sm,loninv,9,1.39
04-Jun,sm,loninv,11,1.52
03-Jun,sm,menfer,4,1.65
03-Jun,sm,menfer,6,1.92
03-Jun,sm,menfer,7,1.51
03-Jun,sm,menfer,8,2.4
03-Jun,sm,menfer,9,2.1
04-Jun,sm,menfer,10,1.24
04-Jun,sm,menfer,11,1.07
04-Jun,sm,menfer,12,1.17
04-Jun,sm,menfer,13,1.47
04-Jun,sm,menfer,14,1.24
30-May,sm,popbal,1,3.59
04-Jun,sm,popbal,3,4.26
04-Jun,sm,popbal,5,2.73
04-Jun,sm,popbal,6,3.25
30-May,sm,popbal,8,3.94
04-Jun,sm,popbal,9,2.78
01-Jun,sm,popbal,10,2.76
04-Jun,sm,popbal,11,3.29
04-Jun,sm,popbal,12,3.22
04-Jun,sm,popbal,20,3.48
04-Jun,sm,poptre,2,3.33
04-Jun,sm,poptre,3,3.65
04-Jun,sm,poptre,4,3.57
04-Jun,sm,poptre,5,2.74
31-May,sm,poptre,7,4.02
31-May,sm,poptre,10,4.51
31-May,sm,poptre,11,5.28
31-May,sm,poptre,12,5.83
31-May,sm,poptre,13,5.73
31-May,sm,poptre,14,6.48
03-Jun,sm,poptre,15,4.3
03-Jun,sm,poptre,16,3.7
03-Jun,sm,poptre,17,2.83
04-Jun,sm,poptre,18,2.69
04-Jun,sm,poptre,19,2.85
31-May,sm,riblac,2,1.91
31-May,sm,riblac,3,2.53
03-Jun,sm,riblac,5,1.66
03-Jun,sm,riblac,6,1.72
03-Jun,sm,riblac,7,1.21
04-Jun,sm,riblac,8,1.51
31-May,sm,riblac,9,
04-Jun,sm,riblac,10,2.15
03-Jun,sm,riblac,11,2.32
03-Jun,sm,riblac,12,1.39
04-Jun,sm,riblac,12_02,1.25
29-May,sm,roasaci,4,1.51
29-May,sm,roasaci,7,2.26
31-May,sm,rosaci,1,2.59
31-May,sm,rosaci,2,3.16
01-Jun,sm,rosaci,3,1.5
31-May,sm,rosaci,5,3.81
01-Jun,sm,rosaci,6,0.83
29-May,sm,rosaci,8,1.99
29-May,sm,rosaci,9,1.88
29-May,sm,rosaci,10,2.51
05-Jun,sm,rosaci,20,1.33
31-May,sm,rubida,1,3.68
31-May,sm,rubida,2,1.94
04-Jun,sm,rubida,5,2.52
31-May,sm,rubida,6,2.44
31-May,sm,rubida,7,2.34
31-May,sm,rubida,8,2.42
31-May,sm,rubida,9,2.52
31-May,sm,rubida,10,2.42
03-Jun,sm,rubida,11,2.11
03-Jun,sm,rubida,12,4.69
03-Jun,sm,rubpar,1,1.98
03-Jun,sm,rubpar,2,1.54
03-Jun,sm,rubpar,3,2.31
29-May,sm,rubpar,4,2.04
29-May,sm,rubpar,5,3.43
30-May,sm,rubpar,6,2.55
29-May,sm,rubpar,7,4.09
01-Jun,sm,rubpar,8,1.72
01-Jun,sm,rubpar,9,2.67
29-May,sm,rubpar,10,2.2
03-Jun,sm,samrac,2,2.74
04-Jun,sm,samrac,3,1.73
03-Jun,sm,samrac,4,3.34
03-Jun,sm,samrac,5,2.51
03-Jun,sm,samrac,6,2.29
03-Jun,sm,samrac,7,2.28
04-Jun,sm,samrac,8,2.4
04-Jun,sm,samrac,9,2.9
04-Jun,sm,samrac,10,3.64
04-Jun,sm,samrac,11,3.42
30-May,sm,shecan,1,1.65
05-Jun,sm,shecan,5,2.15
01-Jun,sm,shecan,6,3.04
01-Jun,sm,shecan,7,2.6
01-Jun,sm,shecan,8,2.53
01-Jun,sm,shecan,9,2.64
01-Jun,sm,shecan,10,2.56
01-Jun,sm,shecan,11,1.61
01-Jun,sm,shecan,12,2.54
05-Jun,sm,shecan,16,1.65
30-May,sm,sorsco,1,4.62
30-May,sm,sorsco,4,4.79
01-Jun,sm,sorsco,5,2.57
03-Jun,sm,sorsco,6,2.61
01-Jun,sm,sorsco,7,2.65
04-Jun,sm,sorsco,9,3.06
04-Jun,sm,sorsco,10,3.52
01-Jun,sm,sorsco,11,2.6
03-Jun,sm,sorsco,12,3.22
04-Jun,sm,sorsco,12_02,3.25
29-May,sm,spibet,1,0.81
29-May,sm,spibet,2,0.86
29-May,sm,spibet,3,1.46
29-May,sm,spibet,4,1.15
29-May,sm,spibet,5,1.56
29-May,sm,spibet,6,1.26
29-May,sm,spibet,7,1.06
29-May,sm,spibet,8,2.07
29-May,sm,spibet,9,1.12
29-May,sm,spibet,10,0.83
31-May,sm,spidou,1,1.11
31-May,sm,spidou,2,1.8
31-May,sm,spidou,3,2.06
31-May,sm,spidou,4,1.54
31-May,sm,spidou,5,0.85
31-May,sm,spidou,6,1.7
31-May,sm,spidou,7,1.45
31-May,sm,spidou,8,1.26
31-May,sm,spidou,9,0.9
31-May,sm,spidou,10,1.44
01-Jun,sm,spipyr,1,1.36
01-Jun,sm,spipyr,2,2.33
01-Jun,sm,spipyr,3,2.15
01-Jun,sm,spipyr,4,1.67
01-Jun,sm,spipyr,5,1.24
01-Jun,sm,spipyr,6,1.36
01-Jun,sm,spipyr,7,1.13
01-Jun,sm,spipyr,8,0.97
01-Jun,sm,spipyr,9,1.17
01-Jun,sm,spipyr,10,1.96
04-Jun,sm,symalb,2,1.81
29-May,sm,symalb,4,0.83
31-May,sm,symalb,5,1.54
31-May,sm,symalb,6,2.42
30-May,sm,symalb,7,2.65
01-Jun,sm,symalb,8,1.68
31-May,sm,symalb,9,0.96
29-May,sm,symalb,11,2.03
01-Jun,sm,symalb,12,2.57
04-Jun,sm,symalb,12_02,1.46
04-Jun,sm,symalb,9_02,2.54
03-Jun,sm,vacmem,1,2.2
03-Jun,sm,vacmem,2,2.3
03-Jun,sm,vacmem,3,2.35
03-Jun,sm,vacmem,4,1.8
03-Jun,sm,vacmem,5,1.8
03-Jun,sm,vacmem,6,1.2
03-Jun,sm,vacmem,7,1.91
04-Jun,sm,vacmem,8,3.02
04-Jun,sm,vacmem,9,2.7
04-Jun,sm,vacmem,10,2.65
30-May,sm,vibedu,1,4.81
03-Jun,sm,vibedu,5,2.43
29-May,sm,vibedu,7,5.18
31-May,sm,vibedu,8,2.61
30-May,sm,vibedu,9,6.78
30-May,sm,vibedu,10,5.14
29-May,sm,vibedu,12,6.43
05-Jun,sm,vibedu,19,2.55
05-Jun,sm,vibedu,20,3.05
04-Jun,sm,vibedu,11,2.83
