site,species,indiv.no,leaf.no,collected.by,leaf.area,leaf.mass
mp,samrac,3,3,my,169.879,347.1
mp,samrac,3,4,my,161.704,437.7
mp,samrac,3,5,my,209.216,690.4
mp,samrac,4,1,my,207.369,491.9
mp,samrac,4,2,my,191.964,401.3
mp,samrac,4,3,my,300.118,718.6
mp,samrac,4,4,my,209.216,642.3
mp,samrac,4,5,my,172.178,418.6
mp,samrac,5,1,my,99.687,237.6
mp,samrac,5,2,my,166.857,325.4
mp,samrac,5,3,my,241.898,548.7
mp,samrac,5,4,my,105.781,193.8
mp,samrac,5,5,my,193.581,398.7
mp,samrac,6,1,my,107.504,325.6
mp,samrac,6,2,my,145.719,580.9
mp,samrac,6,3,my,87.247,310.4
mp,samrac,6,4,my,125.469,448
mp,samrac,6,5,my,146.552,548.3
mp,samrac,7,1,NA,123.132,691.1
mp,samrac,7,2,NA,122.387,659.6
mp,samrac,7,3,NA,126.27,757.8
mp,samrac,7,4,NA,145.404,746.9
mp,samrac,7,5,NA,78.751,348.9
mp,samrac,8,1,my,309.672,561.3
mp,samrac,8,2,my,231.706,922.2
mp,samrac,8,3,my,247.528,630
mp,samrac,8,4,my,145.199,355.9
mp,samrac,8,5,my,207.203,594.5
mp,samrac,9,1,my,117.837,421.8
mp,samrac,9,2,my,120.323,375.2
mp,samrac,9,3,my,244.453,769.3
mp,samrac,9,4,my,209.7,670.8
mp,samrac,9,5,my,194.107,628.8
mp,samrac,10,1,my,227.66,413.3
mp,samrac,10,2,my,164.209,299.3
mp,samrac,10,3,my,232.76,415.5
mp,samrac,10,4,my,317.259,631.2
mp,samrac,10,5,my,316.457,613.7
mp,shecan,2,1,NA,10.77,65.67
mp,shecan,2,2,NA,7.518,43.66
mp,shecan,2,3,NA,8.536,54.33
mp,shecan,2,4,NA,6.062,38.56
mp,shecan,2,5,NA,8.566,50.02
mp,shecan,3,1,NA,3.074,24.5
mp,shecan,3,2,NA,5.584,48.6
mp,shecan,3,3,NA,2.627,22.8
mp,shecan,3,4,NA,5.514,47.7
mp,shecan,3,5,NA,4.28,NA
mp,shecan,4,1,NA,10.832,68.3
mp,shecan,4,2,NA,10.422,57
mp,shecan,4,3,NA,6.806,41
mp,shecan,4,4,NA,10.329,60.8
mp,shecan,4,5,NA,7.288,41.4
mp,shecan,5,1,PA,12.44,96.7
mp,shecan,5,2,PA,8.837,55.8
mp,shecan,5,3,PA,9.359,64.1
mp,shecan,5,4,PA,9.708,72
mp,shecan,5,5,PA,9.037,63.5
mp,shecan,6,1,my,10.558,52.02
mp,shecan,6,2,my,10.154,43.85
mp,shecan,6,3,my,9.862,50.96
mp,shecan,6,4,my,7.378,33.44
mp,shecan,6,5,my,7.319,35.64
mp,shecan,7,1,NA,5.214,36.43
mp,shecan,7,2,NA,6.075,47.01
mp,shecan,7,3,NA,5.545,36.42
mp,shecan,7,4,NA,5.01,34.22
mp,shecan,7,5,NA,4.904,40.66
mp,shecan,8,1,PA,11.59,53.1
mp,shecan,8,2,PA,11.445,96.8
mp,shecan,8,3,PA,6.42,37.7
mp,shecan,8,4,PA,21.124,119.9
mp,shecan,8,5,PA,15.392,114.5
mp,shecan,9,1,my,13.361,80.2
mp,shecan,9,2,my,16.171,102.6
mp,shecan,9,3,my,9.164,54.4
mp,shecan,9,4,my,15.635,115.8
mp,shecan,9,5,my,13.254,88.9
mp,shecan,10,1,NA,13.316,50.1
mp,shecan,10,2,NA,8.377,31.5
mp,shecan,10,3,NA,11.635,40.4
mp,shecan,10,4,NA,5.213,16.4
mp,shecan,10,5,NA,6.638,24.8
mp,shecan,11,1,my,19.779,88.1
mp,shecan,11,2,my,18.021,69.1
mp,shecan,11,3,my,25.982,135.7
mp,shecan,11,4,my,12.426,28.3
mp,shecan,11,5,my,8.848,43.7
mp,sorsco,1,1,my,53.58,255.8
mp,sorsco,1,2,my,69.525,312.1
mp,sorsco,1,3,my,66.95,330.9
mp,sorsco,1,4,my,58.123,240.5
mp,sorsco,1,5,my,88.004,419.5
mp,sorsco,3,1,my,34.297,220.5
mp,sorsco,3,2,my,42.339,316.1
mp,sorsco,3,3,my,44.849,277.6
mp,sorsco,3,4,my,49.626,311
mp,sorsco,3,5,my,34.265,218.6
mp,sorsco,4,1,my,74.676,291.1
mp,sorsco,4,2,my,53.651,168.8
mp,sorsco,4,3,my,113.725,493.15
mp,sorsco,4,4,my,126.327,492.3
mp,sorsco,4,5,my,117.081,492.8
mp,sorsco,8,1,my,62.77,334.4
mp,sorsco,8,2,my,133.05,762.6
mp,sorsco,8,3,my,52.063,251.7
mp,sorsco,8,4,my,132.626,777.5
mp,sorsco,8,5,my,147.127,784.5
mp,sorsco,10,1,my,78.916,390.5
mp,sorsco,10,2,my,115.589,548.3
mp,sorsco,10,3,my,114.495,542.8
mp,sorsco,10,4,my,78.093,327.1
mp,sorsco,10,5,my,81.019,333.8
mp,sorsco,11,1,NA,58.137,171.8
mp,sorsco,11,2,NA,78.401,354.6
mp,sorsco,11,3,NA,101.863,475.4
mp,sorsco,11,4,NA,82.214,338.7
mp,sorsco,11,5,NA,83.886,278.1
mp,sorsco,12,1,my,70.848,225.1
mp,sorsco,12,2,my,91.656,373.9
mp,sorsco,12,3,my,119.169,504.4
mp,sorsco,12,4,my,64.258,187.4
mp,sorsco,12,5,my,108.841,418.2
mp,sorsco,13,1,my,127.887,612.3
mp,sorsco,13,2,my,127.526,498.8
mp,sorsco,13,3,my,116.906,434.1
mp,sorsco,13,4,my,119.654,437.4
mp,sorsco,13,5,my,99.204,397.4
mp,sorsco,14,1,my,90.359,364.5
mp,sorsco,14,2,my,92.319,378.6
mp,sorsco,14,3,my,112.862,437.9
mp,sorsco,14,4,my,76.399,372
mp,sorsco,14,5,my,93.3,303.1
mp,sorsco,11_b,1,NA,82.367,419.1
mp,sorsco,11_b,2,NA,73.518,341.8
mp,sorsco,11_b,3,NA,51.84,263.9
mp,sorsco,11_b,4,NA,92.203,513.2
mp,sorsco,11_b,5,NA,54.155,250.8
mp,spibet,1,1,PA,8.805,36.48
mp,spibet,1,2,PA,4.907,23.48
mp,spibet,1,3,PA,4.493,20.17
mp,spibet,1,4,PA,5.405,20.63
mp,spibet,1,5,PA,6.69,29.9
mp,spibet,2,1,my,7.862,32.9
mp,spibet,2,2,my,8.751,38.7
mp,spibet,2,3,my,9.481,39.5
mp,spibet,2,4,my,5.687,19.7
mp,spibet,2,5,my,5.935,23.2
mp,spibet,3,1,my,11.35,48.74
mp,spibet,3,2,my,12.105,56.35
mp,spibet,3,3,my,11.387,46.29
mp,spibet,3,4,my,6.825,30.87
mp,spibet,3,5,my,6.412,50.47
mp,spibet,4,1,NA,5.372,19.6
mp,spibet,4,2,NA,8.282,33.27
mp,spibet,4,3,NA,5.121,26.7
mp,spibet,4,4,NA,6.525,18.52
mp,spibet,4,5,NA,8.894,33.7
mp,spibet,5,1,my,11.449,36.84
mp,spibet,5,2,my,9.242,24.02
mp,spibet,5,3,my,6.388,22.83
mp,spibet,5,4,my,7.02,20.78
mp,spibet,5,5,my,7.66,23.87
mp,spibet,6,1,PA,6.746,18.35
mp,spibet,6,2,PA,6.37,20.42
mp,spibet,6,3,PA,9.886,32.24
mp,spibet,6,4,PA,8.247,25.44
mp,spibet,6,5,PA,10.472,33.25
mp,spibet,7,1,my,6.438,15.85
mp,spibet,7,2,my,7.477,21
mp,spibet,7,3,my,6.792,17.2
mp,spibet,7,4,my,7.992,21.73
mp,spibet,7,5,my,4.881,11.3
mp,spibet,8,1,NA,8.928,29.4
mp,spibet,8,2,NA,8.766,26.2
mp,spibet,8,3,NA,12.504,42.9
mp,spibet,8,4,NA,11.228,36.7
mp,spibet,8,5,NA,9.622,31.5
mp,spibet,9,1,NA,11.958,30.7
mp,spibet,9,2,NA,7.46,21.1
mp,spibet,9,3,NA,7.566,21.9
mp,spibet,9,4,NA,9.275,27.8
mp,spibet,9,5,NA,10.862,32.1
mp,spibet,10,1,my,7.166,18.2
mp,spibet,10,2,my,7.373,20.7
mp,spibet,10,3,my,7.878,18.6
mp,spibet,10,4,my,6.294,17.8
mp,spibet,10,5,my,9.981,23.6
mp,spidou,2,1,NA,4.968,19.6
mp,spidou,2,2,NA,4.773,17.6
mp,spidou,2,3,NA,5.146,20.6
mp,spidou,2,4,NA,5.359,24.1
mp,spidou,2,5,NA,4.96,22.4
mp,spidou,3,1,NA,3.964,15.89
mp,spidou,3,2,NA,3.423,13.22
mp,spidou,3,3,NA,3.659,14.54
mp,spidou,3,4,NA,3.322,12.16
mp,spidou,3,5,NA,2.319,9.17
mp,spipyr,1,1,NA,11.433,26.3
mp,spipyr,1,2,NA,5.36,12.4
mp,spipyr,1,3,NA,5.368,13.3
mp,spipyr,1,4,NA,7.169,15.1
mp,spipyr,1,5,NA,8.431,18.1
mp,spipyr,2,1,NA,6.841,24.51
mp,spipyr,2,2,NA,5.704,16.44
mp,spipyr,2,3,NA,6.517,22.69
mp,spipyr,2,4,NA,2.921,11.3
mp,spipyr,2,5,NA,3.922,11.29
mp,spipyr,3,1,NA,5.6,21.36
mp,spipyr,3,2,NA,3.89,22.53
mp,spipyr,3,3,NA,4.657,17.92
mp,spipyr,3,4,NA,3.92,16.99
mp,spipyr,3,5,NA,4.082,18.31
mp,spipyr,4,1,NA,3.409,10.4
mp,spipyr,4,2,NA,2.386,7.4
mp,spipyr,4,3,NA,3.443,10.9
mp,spipyr,4,4,NA,2.908,11.7
mp,spipyr,4,5,NA,2.66,11.1
mp,spipyr,5,1,PA,3.205,13.2
mp,spipyr,5,2,PA,2.87,12.8
mp,spipyr,5,3,PA,2.656,12.2
mp,spipyr,5,4,PA,2.795,12.1
mp,spipyr,5,5,PA,3.741,18.2
mp,spipyr,6,1,NA,6.984,26.1
mp,spipyr,6,2,NA,7.86,16.3
mp,spipyr,6,3,NA,6.623,24.2
mp,spipyr,6,4,NA,5.649,29.5
mp,spipyr,6,5,NA,7.626,21.2
mp,spipyr,7,1,NA,9.506,34.9
mp,spipyr,7,2,NA,7.747,29.9
mp,spipyr,7,3,NA,8.832,30.9
mp,spipyr,7,4,NA,9.498,34.6
mp,spipyr,7,5,NA,9.491,32.8
mp,spipyr,8,1,NA,8.524,21
mp,spipyr,8,2,NA,9.943,22
mp,spipyr,8,3,NA,8.361,18.9
mp,spipyr,8,4,NA,9.518,22.1
mp,spipyr,8,5,NA,4.505,8.6
mp,spipyr,9,1,my,6.928,19
mp,spipyr,9,2,my,6.906,20
mp,spipyr,9,3,my,4.885,12.2
mp,spipyr,9,4,my,5.612,15.5
mp,spipyr,9,5,my,6.025,56.3
mp,spipyr,10,1,my,4.232,13.69
mp,spipyr,10,2,my,6.932,20.18
mp,spipyr,10,3,my,4.003,12.74
mp,spipyr,10,4,my,6.495,20.52
mp,spipyr,10,5,my,6.369,21.69
mp,symalb,1,1,PA,7.302,23.7
mp,symalb,1,2,PA,6.907,17.3
mp,symalb,1,3,PA,5.205,11.3
mp,symalb,1,4,PA,8.079,25.4
mp,symalb,1,5,PA,6.15,16.2
mp,symalb,3,1,my,6.309,39.6
mp,symalb,3,2,my,5.974,32.5
mp,symalb,3,3,my,10.364,64.4
mp,symalb,3,4,my,5.184,29.3
mp,symalb,3,5,my,5.304,30.2
mp,symalb,4,1,PA,9.332,18.9
mp,symalb,4,2,PA,9.984,26.7
mp,symalb,4,3,PA,12.813,33.3
mp,symalb,4,4,PA,8.477,22.3
mp,symalb,4,5,PA,8.84,23.9
mp,symalb,5,1,my,7.186,32.6
mp,symalb,5,2,my,3.965,15
mp,symalb,5,3,my,6.5,25.5
mp,symalb,5,4,my,7.799,34.6
mp,symalb,5,5,my,6.117,26.2
mp,symalb,6,1,NA,5.958,38.1
mp,symalb,6,2,NA,14.269,30.1
mp,symalb,6,3,NA,8.019,23.1
mp,symalb,6,4,NA,9.125,43
mp,symalb,6,5,NA,12.216,16.3
mp,symalb,7,1,my,5.96,22.1
mp,symalb,7,2,my,7.668,28.6
mp,symalb,7,3,my,6.896,28.9
mp,symalb,7,4,my,4.918,16.8
mp,symalb,7,5,my,4.271,18.9
mp,symalb,8,1,my,3.341,14.4
mp,symalb,8,2,my,3.616,14.6
mp,symalb,8,3,my,3.953,15.3
mp,symalb,8,4,my,4.155,15.2
mp,symalb,8,5,my,4.897,17.8
mp,symalb,9,1,NA,3.573,18.8
mp,symalb,9,2,NA,4.006,28.3
mp,symalb,9,3,NA,3.481,18.4
mp,symalb,9,4,NA,3.356,19.8
mp,symalb,9,5,NA,3.568,17.7
mp,symalb,10,1,NA,2.05,12
mp,symalb,10,2,NA,1.954,12.4
mp,symalb,10,3,NA,3.369,18.4
mp,symalb,10,4,NA,1.942,10.8
mp,symalb,10,5,NA,3.319,17.3
mp,symalb,11,1,my,4.06,15.7
mp,symalb,11,2,my,4.404,15.8
mp,symalb,11,3,my,4.271,18.7
mp,symalb,11,4,my,4.592,20.8
mp,symalb,11,5,my,4.106,19
mp,vacmem,1,1,my,2.621,4
mp,vacmem,1,2,my,2.657,6.1
mp,vacmem,1,3,my,4.812,12.4
mp,vacmem,1,4,my,2.253,5.7
mp,vacmem,1,5,my,2.824,6.3
mp,vacmem,3,1,dl,8.26,37.4
mp,vacmem,3,2,dl,11.462,35.8
mp,vacmem,3,3,dl,12.249,57
mp,vacmem,3,4,dl,9.538,31.7
mp,vacmem,3,5,dl,9.11,55.2
mp,vacmem,4,1,my,5.914,19.9
mp,vacmem,4,2,my,6.711,22.9
mp,vacmem,4,3,my,6.131,22
mp,vacmem,4,4,my,4.532,14.8
mp,vacmem,4,5,my,5.791,20
mp,vacmem,5,1,dl,9.737,26.1
mp,vacmem,5,2,dl,9.077,45.6
mp,vacmem,5,3,dl,10.789,55.4
mp,vacmem,5,4,dl,11.386,43.1
mp,vacmem,5,5,dl,7.089,39.6
mp,vacmem,5_02,1,dl,4.149,19.4
mp,vacmem,5_02,2,dl,4.636,20.6
mp,vacmem,5_02,3,dl,4.944,23.9
mp,vacmem,5_02,4,dl,3.388,18.3
mp,vacmem,5_02,5,dl,2.947,12.9
mp,vacmem,7,1,NA,6.573,14.8
mp,vacmem,7,2,NA,8.503,19.9
mp,vacmem,7,3,NA,12.017,30.6
mp,vacmem,7,4,NA,7.387,17.9
mp,vacmem,7,5,NA,5.59,11.4
mp,vacmem,8,1,my,8.782,26.8
mp,vacmem,8,2,my,5.239,13.7
mp,vacmem,8,3,my,8.037,21.3
mp,vacmem,8,4,my,5.978,15.6
mp,vacmem,8,5,my,5.639,15.8
mp,vacmem,9,1,NA,8.172,31.4
mp,vacmem,9,2,NA,9.255,20.3
mp,vacmem,9,3,NA,8.484,28.8
mp,vacmem,9,4,NA,7.23,32.7
mp,vacmem,9,5,NA,6.382,36.9
mp,vacmem,11,1,NA,7.407,20
mp,vacmem,11,2,NA,8.274,25.1
mp,vacmem,11,3,NA,11.9,36.2
mp,vacmem,11,4,NA,7.017,20.6
mp,vacmem,11,5,NA,6.944,18
mp,vacmem,12,1,NA,6.327,20.6
mp,vacmem,12,2,NA,8.805,28
mp,vacmem,12,3,NA,5.943,16
mp,vacmem,12,4,NA,6.578,20.6
mp,vacmem,12,5,NA,5.602,18.2
mp,vibedu,2,1,my,77.079,265.9
mp,vibedu,2,2,my,57.268,165.5
mp,vibedu,2,3,my,47.429,132.7
mp,vibedu,2,4,my,70.841,221.5
mp,vibedu,2,5,my,76.184,246.2
mp,vibedu,4,1,my,41.172,96.6
mp,vibedu,4,2,my,42.519,102.8
mp,vibedu,4,3,my,50.399,126.4
mp,vibedu,4,4,my,52.895,132.3
mp,vibedu,4,5,my,36.998,83.6
mp,vibedu,5,1,PA,108.389,377.4
mp,vibedu,5,2,PA,56.216,1135.7
mp,vibedu,5,3,PA,55.482,184.5
mp,vibedu,5,4,PA,47.336,152.4
mp,vibedu,5,5,PA,53.397,198.3
mp,vibedu,7,1,NA,49.683,147.4
mp,vibedu,7,2,NA,31.674,109.3
mp,vibedu,7,3,NA,45.113,132.5
mp,vibedu,7,4,NA,48.107,180
mp,vibedu,7,5,NA,30.844,56
mp,vibedu,8,1,PA,102.818,227.2
mp,vibedu,8,2,PA,40.759,83.1
mp,vibedu,8,3,PA,63.354,178.7
mp,vibedu,8,4,PA,75.016,150.4
mp,vibedu,8,5,PA,93.265,184.3
mp,vibedu,9,1,my,47.741,166.2
mp,vibedu,9,2,my,35.829,104.9
mp,vibedu,9,3,my,23.908,79.3
mp,vibedu,9,4,my,35.57,112.8
mp,vibedu,9,5,my,41.184,136.2
mp,vibedu,10,1,PA,39.274,121.3
mp,vibedu,10,2,PA,40.386,136.3
mp,vibedu,10,3,PA,69.787,202.2
mp,vibedu,10,4,PA,70.264,206
mp,vibedu,10,5,PA,48.143,157
mp,vibedu,12,1,NA,66.722,223.8
mp,vibedu,12,2,NA,36.428,130.3
mp,vibedu,12,3,NA,27.926,80.4
mp,vibedu,12,4,NA,41.85,132.8
mp,vibedu,12,5,NA,71.145,239.6
mp,vibedu,13,1,my,44.938,113
mp,vibedu,13,2,my,53.826,106.7
mp,vibedu,13,3,my,41.698,106.4
mp,vibedu,13,4,my,35.657,92.5
mp,vibedu,13,5,my,66.028,159.8
mp,vibedu,14,1,my,66.555,NA
mp,vibedu,14,2,my,78.167,238.9
mp,vibedu,14,3,my,50.506,107.4
mp,vibedu,14,4,my,48.636,173.7
mp,vibedu,14,5,my,33.853,71.5
sm,acegla,2,1,NA,34.608,110.5
sm,acegla,2,2,NA,51.468,157
sm,acegla,2,3,NA,48.033,179.7
sm,acegla,2,4,NA,31.603,88
sm,acegla,2,5,NA,50.411,183.7
sm,acegla,3,1,af,58.984,226.2
sm,acegla,3,2,af,55.415,194
sm,acegla,3,3,af,55.857,160.5
sm,acegla,3,4,af,74.353,250.1
sm,acegla,3,5,af,77.942,250.3
sm,acegla,7,1,af,50.903,109.6
sm,acegla,7,2,af,44.146,108.5
sm,acegla,7,3,af,91.139,208.7
sm,acegla,7,4,af,55.207,127.5
sm,acegla,7,5,af,94.061,226
sm,acegla,8,1,PA,23.472,78.3
sm,acegla,8,2,PA,28.416,102
sm,acegla,8,3,PA,24.956,95.5
sm,acegla,8,4,PA,24.431,91.9
sm,acegla,8,5,PA,29.189,94.8
sm,acegla,9,1,PA,44.888,147.8
sm,acegla,9,2,PA,40.501,142
sm,acegla,9,3,PA,27.784,87.3
sm,acegla,9,4,PA,32.205,116.7
sm,acegla,9,5,PA,30.424,99.6
sm,acegla,10,1,PA,42.842,164.9
sm,acegla,10,2,PA,29.071,113.3
sm,acegla,10,3,PA,36.075,139.9
sm,acegla,10,4,PA,24.237,98.2
sm,acegla,10,5,PA,37.278,142
sm,acegla,11,1,NA,56.693,123.2
sm,acegla,11,2,NA,35.138,65.4
sm,acegla,11,3,NA,59.15,124
sm,acegla,11,4,NA,55.923,125.5
sm,acegla,11,5,NA,57.775,123.9
sm,acegla,13,1,PA,65.951,183
sm,acegla,13,2,PA,59.629,157.3
sm,acegla,13,3,PA,44.971,111.5
sm,acegla,13,4,PA,58.44,154.8
sm,acegla,13,5,PA,71.511,182.2
sm,acegla,14,1,af,42.788,141.9
sm,acegla,14,2,af,43.304,143.7
sm,acegla,14,3,af,40.504,135.4
sm,acegla,14,4,af,28.64,83.7
sm,acegla,14,5,af,25.953,81.7
sm,acegla,15,1,NA,40.222,98.3
sm,acegla,15,2,NA,57.347,159.3
sm,acegla,15,3,NA,76.534,213.3
sm,acegla,15,4,NA,48.887,122.8
sm,acegla,15,5,NA,73.536,199.2
sm,alninc,1,1,af,32.672,313.3
sm,alninc,1,2,af,32.686,204.3
sm,alninc,1,3,af,28.563,195.3
sm,alninc,1,4,af,44.351,243
sm,alninc,1,5,af,31.718,229.6
sm,alninc,2,1,PA,24.075,63.1
sm,alninc,2,2,PA,32.4,92.4
sm,alninc,2,3,PA,25.09,79.7
sm,alninc,2,4,PA,22.82,68.6
sm,alninc,2,5,PA,19.379,56.4
sm,alninc,3,1,af,45.047,170.8
sm,alninc,3,2,af,50.292,198.6
sm,alninc,3,3,af,25.295,78
sm,alninc,3,4,af,25.071,101.6
sm,alninc,3,5,af,26.518,101.5
sm,alninc,4,1,af,14.526,50.5
sm,alninc,4,2,af,13.212,54.7
sm,alninc,4,3,af,14.962,63.8
sm,alninc,4,4,af,12.978,53.9
sm,alninc,4,5,af,15.708,84.7
sm,alninc,5,1,af,34.496,79.6
sm,alninc,5,2,af,32.826,84.5
sm,alninc,5,3,af,33.837,91.4
sm,alninc,5,4,af,20.772,65.5
sm,alninc,5,5,af,28.971,85
sm,alninc,8,1,NA,36.447,114.8
sm,alninc,8,2,NA,38.553,103
sm,alninc,8,3,NA,26.382,74.6
sm,alninc,8,4,NA,34.376,113.5
sm,alninc,8,5,NA,40.389,114.7
sm,alninc,19,1,PA,53.584,173.1
sm,alninc,19,2,PA,34.255,116.8
sm,alninc,19,3,PA,53.301,156.2
sm,alninc,19,4,PA,29.607,97
sm,alninc,19,5,PA,36.934,122.7
sm,alninc,20,1,PA,63.535,149.2
sm,alninc,20,2,PA,41.691,89.4
sm,alninc,20,3,PA,41.412,104.5
sm,alninc,20,4,PA,47.192,121.3
sm,alninc,20,5,PA,56.251,123.3
sm,alninc,1_June3,1,dl,24.093,129.2
sm,alninc,1_June3,2,dl,23.132,103.3
sm,alninc,1_June3,3,dl,23.599,98.4
sm,alninc,1_June3,4,dl,21.37,160.4
sm,alninc,1_June3,5,dl,18.875,118.3
sm,alnvir,2,1,PA,21.37,111.4
sm,alnvir,2,2,PA,37.438,99.1
sm,alnvir,2,3,PA,32.865,89.1
sm,alnvir,2,4,PA,22.225,92.9
sm,alnvir,2,5,PA,23.673,86.3
sm,alnvir,8,1,ks,47.844,163.7
sm,alnvir,8,2,ks,38.6,108.9
sm,alnvir,8,3,ks,25.011,75.3
sm,alnvir,8,4,ks,31.367,96
sm,alnvir,8,5,ks,38.838,122.8
sm,alnvir,9,1,dl,6.048,93.7
sm,alnvir,9,2,dl,6.762,121.4
sm,alnvir,9,3,dl,5.604,118.6
sm,alnvir,9,4,dl,3.149,94.2
sm,alnvir,9,5,dl,4.303,128.6
sm,alnvir,10,1,af,29.081,102.9
sm,alnvir,10,2,af,22.351,70.9
sm,alnvir,10,3,af,25.05,93.9
sm,alnvir,10,4,af,27.389,89
sm,alnvir,10,5,af,25.226,83.3
sm,alnvir,11,1,af,41.837,155
sm,alnvir,11,2,af,32.574,118.5
sm,alnvir,11,3,af,27.574,111.7
sm,alnvir,11,4,af,43.271,192.7
sm,alnvir,11,5,af,41.922,143.4
sm,alnvir,17,1,PA,26.09,89.3
sm,alnvir,17,2,PA,37.966,150.8
sm,alnvir,17,3,PA,26.457,107.9
sm,alnvir,17,4,PA,28.876,114.7
sm,alnvir,17,5,PA,40.758,160
sm,alnvir,18,1,PA,40.027,212.9
sm,alnvir,18,2,PA,32.502,135
sm,alnvir,18,3,PA,25.205,121.5
sm,alnvir,18,4,PA,21.138,114.9
sm,alnvir,18,5,PA,25.577,116.2
sm,alnvir,19,1,af,42.973,212.5
sm,alnvir,19,2,af,27.175,139.5
sm,alnvir,19,3,af,24.463,127.6
sm,alnvir,19,4,af,16.91,90.1
sm,alnvir,19,5,af,24.761,130.3
sm,alnvir,20,1,af,29.049,115.5
sm,alnvir,20,2,af,33.295,112.4
sm,alnvir,20,3,af,20.915,79.8
sm,alnvir,20,4,af,27.985,97.1
sm,alnvir,20,5,af,37.702,123.2
sm,alnvir,2_2,1,NA,32.664,84.1
sm,alnvir,2_2,2,NA,25.5,114.4
sm,alnvir,2_2,3,NA,21.476,70.6
sm,alnvir,2_2,4,NA,22.188,77.1
sm,alnvir,2_2,5,NA,37.436,129.2
sm,amealn,1,1,PA,28.25,151.5
sm,amealn,1,2,PA,9.704,60
sm,amealn,1,3,PA,10.169,69.3
sm,amealn,1,4,PA,15.592,89.5
sm,amealn,1,5,PA,24.006,138.6
sm,amealn,2,1,ks,17.942,74.2
sm,amealn,2,2,ks,27.641,100.3
sm,amealn,2,3,ks,14.846,55.7
sm,amealn,2,4,ks,34.044,152
sm,amealn,2,5,ks,22.788,90.1
sm,amealn,4,1,NA,8.099,41.1
sm,amealn,4,2,NA,6.512,NA
sm,amealn,4,3,NA,10.005,57.4
sm,amealn,4,4,NA,8.11,43.9
sm,amealn,4,5,NA,7.331,30.3
sm,amealn,5,1,NA,10.51,45.1
sm,amealn,5,2,NA,10.656,65.9
sm,amealn,5,3,NA,8.884,41.9
sm,amealn,5,4,NA,10.983,59.9
sm,amealn,5,5,NA,12.873,51.1
sm,amealn,6,1,PA,14.821,82.2
sm,amealn,6,2,PA,14.902,84.3
sm,amealn,6,3,PA,11.673,72.5
sm,amealn,6,4,PA,5.949,29.9
sm,amealn,6,5,PA,10.166,49
sm,amealn,7,1,PA,28.848,182
sm,amealn,7,2,PA,10.472,69.7
sm,amealn,7,3,PA,7.906,44.5
sm,amealn,7,4,PA,13.307,70.6
sm,amealn,7,5,PA,8.453,40.5
sm,amealn,8,1,ks,13.395,48.4
sm,amealn,8,2,ks,13.248,50.7
sm,amealn,8,3,ks,8.322,28.6
sm,amealn,8,4,ks,20.708,87.3
sm,amealn,8,5,ks,13.083,50.7
sm,amealn,9,1,PA,12.163,47.3
sm,amealn,9,2,PA,16.583,59.5
sm,amealn,9,3,PA,12.423,44.5
sm,amealn,9,4,PA,13.352,46.9
sm,amealn,9,5,PA,12.257,41.9
sm,amealn,10,1,PA,7.247,32.6
sm,amealn,10,2,PA,6.063,25.3
sm,amealn,10,3,PA,13.531,49.7
sm,amealn,10,4,PA,8.038,32.5
sm,amealn,10,5,PA,7.923,30.6
sm,amealn,3,1,NA,9.832,44.2
sm,amealn,3,2,NA,5.745,22.2
sm,amealn,3,3,NA,6.917,26.3
sm,amealn,3,4,NA,5.587,18.9
sm,amealn,3,5,NA,14.634,80.8
sm,betpap,1,1,NA,17.3,44.5
sm,betpap,1,2,NA,37.489,121.1
sm,betpap,1,3,NA,32.327,80.1
sm,betpap,1,4,NA,35.658,100.3
sm,betpap,1,5,NA,36.135,129.1
sm,betpap,2,1,NA,24.291,61.3
sm,betpap,2,2,NA,42.017,114.4
sm,betpap,2,3,NA,33.37,81
sm,betpap,2,4,NA,58.627,162.7
sm,betpap,2,5,NA,37.29,85
sm,betpap,4,1,PA,49.984,160.5
sm,betpap,4,2,PA,18.03,47.6
sm,betpap,4,3,PA,51.601,155.1
sm,betpap,4,4,PA,44.607,127.1
sm,betpap,4,5,PA,42.081,155.3
sm,betpap,5,1,af,22.08,64.7
sm,betpap,5,2,af,20.815,69.1
sm,betpap,5,3,af,17.479,47.1
sm,betpap,5,4,af,17.561,58.1
sm,betpap,5,5,af,22.765,60.8
sm,betpap,6,1,af,18.576,43.8
sm,betpap,6,2,af,22.231,54.4
sm,betpap,6,3,af,21.307,50
sm,betpap,6,4,af,19.904,47.3
sm,betpap,6,5,af,17.106,37.7
sm,betpap,7,1,NA,16.341,37.7
sm,betpap,7,2,NA,15.838,38.6
sm,betpap,7,3,NA,18.463,48.8
sm,betpap,7,4,NA,26.03,72
sm,betpap,7,5,NA,17.882,37.8
sm,betpap,8,1,PA,38.571,127.9
sm,betpap,8,2,PA,48.329,168.1
sm,betpap,8,3,PA,34.354,102.2
sm,betpap,8,4,PA,41.52,117
sm,betpap,8,5,PA,23.107,70.2
sm,betpap,9,1,ks,57.535,162.6
sm,betpap,9,2,ks,28.806,71.5
sm,betpap,9,3,ks,50.475,155.8
sm,betpap,9,4,ks,47.646,125
sm,betpap,9,5,ks,48.85,133.8
sm,betpap,10,1,ks,58.475,190.5
sm,betpap,10,2,ks,42.51,126.6
sm,betpap,10,3,ks,58.04,158.8
sm,betpap,10,4,ks,69.636,193.2
sm,betpap,10,5,ks,44.004,115.6
