date,site,species,no,dist.top,dist.btm,ht,dbh,dbh2,dbh3
31-May,sm,poptre,14,9,7,713.6854249,15.9,NA,NA
03-Jun,sm,poptre,15,9,8,560.3105626,8,NA,NA
03-Jun,sm,poptre,16,13,8,1172.695077,17.1,NA,NA
03-Jun,sm,poptre,17,7,4,722.4562647,7.5,NA,NA
04-Jun,sm,poptre,18,7,5,637.8979486,5.9,NA,NA
04-Jun,sm,poptre,19,10,8,748,12.6,NA,NA
25-Jul,kl,rhoalb,1,NA,NA,102.3,1.76,NA,NA
25-Jul,kl,rhoalb,2,NA,NA,131.6,1.639,1.279,1.587
30-Jul,kl,rhoalb,3,NA,NA,110.4,1.228,1.447,1.453
30-Jul,kl,rhoalb,4,NA,NA,133.1,1.288,1.649,1.187
30-Jul,kl,rhoalb,5,NA,NA,191.4,1.643,0.999,NA
30-Jul,kl,rhoalb,6,NA,NA,201.2,1.744,1.433,0.75
30-Jul,kl,rhoalb,7,NA,NA,181.6,1.742,1.296,1.212
30-Jul,kl,rhoalb,8,NA,NA,120.6,0.985,NA,NA
30-Jul,kl,rhoalb,9,NA,NA,166,1.901,NA,NA
30-Jul,kl,rhoalb,10,NA,NA,110.3,1.392,1.375,NA
26-Jun,mp,rhoalb,1,NA,NA,114.5,1.291,1.328,1.079
23-Jun,mp,rhoalb,2,NA,NA,95.5,0.943,0.977,0.545
23-Jun,mp,rhoalb,3,NA,NA,188.6,1.487,NA,NA
23-Jun,mp,rhoalb,4,NA,NA,172,1.53,NA,NA
23-Jun,mp,rhoalb,5,NA,NA,168.6,1.204,NA,NA
22-Jun,mp,rhoalb,8,NA,NA,225.3,2.074,2.23,1.48
22-Jun,mp,rhoalb,9,NA,NA,144.1,1.339,NA,NA
22-Jun,mp,rhoalb,10,NA,NA,149.2,1.128,NA,NA
26-Jun,mp,rhoalb,11,NA,NA,150.6,2.873,1.675,2.495
26-Jun,mp,rhoalb,12,NA,NA,190.5,1.171,2.133,1.531
12-Jun,afrf,riblac,1,NA,NA,46,0.408,NA,NA
12-Jun,afrf,riblac,2,NA,NA,53.1,0.687,NA,NA
02-Jul,afrf,riblac,4,NA,NA,90,0.721,NA,NA
02-Jul,afrf,riblac,6,NA,NA,107.3,0.636,0.6,NA
02-Jul,afrf,riblac,7,NA,NA,92.1,0.799,NA,NA
04-Jul,afrf,riblac,8,NA,NA,143.1,0.91,NA,NA
03-Jul,afrf,riblac,9,NA,NA,NA,NA,NA,NA
03-Jul,afrf,riblac,10,NA,NA,129.4,0.803,NA,NA
03-Jul,afrf,riblac,11,NA,NA,91.5,0.756,NA,NA
04-Jul,afrf,riblac,12,NA,NA,112.9,0.808,NA,NA
12-Jun,afrf,riblac,20,NA,NA,75.5,0.504,NA,NA
29-Jul,kl,riblac,1,NA,NA,151.9,0.648,0.62,NA
29-Jul,kl,riblac,2,NA,NA,140.4,0.592,NA,NA
29-Jul,kl,riblac,3,NA,NA,122.2,0.849,NA,NA
26-Jul,kl,riblac,7,NA,NA,53.8,0.337,0.377,NA
26-Jul,kl,riblac,8,NA,NA,86.1,0.728,NA,NA
24-Jul,kl,riblac,9,NA,NA,55.3,0.565,2.422,NA
28-Jul,kl,riblac,10,NA,NA,50.1,0.471,NA,NA
28-Jul,kl,riblac,11,NA,NA,121.4,0.742,NA,NA
29-Jul,kl,riblac,13,NA,NA,130.4,0.743,NA,NA
29-Jul,kl,riblac,12_02,NA,NA,106.8,0.655,0.69,NA
25-Jun,mp,riblac,1,NA,NA,92.4,0.715,NA,NA
22-Jun,mp,riblac,2,NA,NA,74.5,0.563,NA,NA
25-Jun,mp,riblac,3,NA,NA,117.7,0.839,NA,NA
25-Jun,mp,riblac,4,NA,NA,127.5,1.086,NA,NA
26-Jun,mp,riblac,5,NA,NA,183,0.772,NA,NA
25-Jun,mp,riblac,6,NA,NA,179,0.879,NA,NA
23-Jun,mp,riblac,7,NA,NA,76.8,0.633,NA,NA
25-Jun,mp,riblac,8,NA,NA,95.5,0.572,NA,NA
23-Jun,mp,riblac,10,NA,NA,93,0.76,NA,NA
22-Jun,mp,riblac,11,NA,NA,104.1,0.784,NA,NA
31-May,sm,riblac,2,NA,NA,156.2,1.591,1.392,3.043
31-May,sm,riblac,3,NA,NA,191,1.315,1.479,1.553
03-Jun,sm,riblac,5,NA,NA,145.2,1.021,NA,NA
03-Jun,sm,riblac,6,NA,NA,113.4,0.838,NA,NA
03-Jun,sm,riblac,7,NA,NA,148.3,0.816,NA,NA
04-Jun,sm,riblac,8,NA,NA,55.6,0.577,0.703,0.831
31-May,sm,riblac,9,NA,NA,148.3,0.678,NA,NA
04-Jun,sm,riblac,10,NA,NA,112.8,0.613,NA,NA
03-Jun,sm,riblac,11,NA,NA,94.8,0.706,NA,NA
03-Jun,sm,riblac,12,NA,NA,102.6,0.934,NA,NA
04-Jun,sm,riblac,12_2,NA,NA,75.7,0.597,NA,NA
12-Jun,afrf,rosaci,1,NA,NA,154.6,0.842,NA,NA
11-Jun,afrf,rosaci,2,NA,NA,184.6,1.452,NA,NA
11-Jun,afrf,rosaci,3,NA,NA,144.3,1.051,NA,NA
13-Jun,afrf,rosaci,4,NA,NA,151.3,1.063,NA,NA
11-Jun,afrf,rosaci,5,NA,NA,176.4,1.508,NA,NA
02-Jul,afrf,rosaci,8,NA,NA,98.6,0.722,NA,NA
25-Jun,mp,rosaci,1,NA,NA,76.1,0.743,NA,NA
22-Jun,mp,rosaci,2,NA,NA,52.6,0.668,NA,NA
25-Jun,mp,rosaci,3,NA,NA,86.9,0.665,NA,NA
22-Jun,mp,rosaci,4,NA,NA,88.3,0.43,NA,NA
22-Jun,mp,rosaci,5,NA,NA,106.1,0.879,NA,NA
22-Jun,mp,rosaci,6,NA,NA,85.4,0.854,NA,NA
23-Jun,mp,rosaci,7,NA,NA,103.2,0.868,NA,NA
23-Jun,mp,rosaci,8,NA,NA,113.1,1.228,NA,NA
23-Jun,mp,rosaci,9,NA,NA,129.4,0.915,NA,NA
25-Jun,mp,rosaci,10,NA,NA,186.6,11.2,NA,NA
31-May,sm,rosaci,1,NA,NA,188.1,1.566,NA,NA
31-May,sm,rosaci,2,NA,NA,218.1,2.29,NA,NA
01-Jun,sm,rosaci,3,NA,NA,130,0.755,NA,NA
29-May,sm,rosaci,4,NA,NA,161.2,1.5,NA,NA
31-May,sm,rosaci,5,NA,NA,250.1,1.64,NA,NA
01-Jun,sm,rosaci,6,NA,NA,137,1.177,NA,NA
29-May,sm,rosaci,7,NA,NA,160,1.43,NA,NA
29-May,sm,rosaci,8,NA,NA,197.2,1.88,NA,NA
29-May,sm,rosaci,9,NA,NA,184.2,1.97,NA,NA
29-May,sm,rosaci,10,NA,NA,174.5,1.4,NA,NA
05-Jun,sm,rosaci,20,NA,NA,173.4,1.119,NA,NA
02-Jul,afrf,rosgym,1,NA,NA,101.7,0.639,NA,NA
02-Jul,afrf,rosgym,2,NA,NA,83.6,0.438,NA,NA
02-Jul,afrf,rosgym,3,NA,NA,109.7,0.649,NA,NA
03-Jul,afrf,rosgym,4,NA,NA,96,0.543,NA,NA
03-Jul,afrf,rosgym,5,NA,NA,157.2,0.808,NA,NA
02-Jul,afrf,rosgym,6,NA,NA,91.4,0.749,NA,NA
02-Jul,afrf,rosgym,7,NA,NA,150,1.077,NA,NA
03-Jul,afrf,rosgym,8,NA,NA,120.3,0.808,NA,NA
02-Jul,afrf,rosgym,10,NA,NA,148.6,0.911,0.886,0.657
04-Jul,afrf,rosgym,11,NA,NA,97.4,0.569,NA,NA
29-Jul,kl,rosgym,1,NA,NA,147.2,0.676,NA,NA
29-Jul,kl,rosgym,2,NA,NA,146.1,0.885,NA,NA
26-Jul,kl,rosgym,4,NA,NA,127.5,0.972,NA,NA
24-Jul,kl,rosgym,6,NA,NA,165.9,1.008,NA,NA
24-Jul,kl,rosgym,7,NA,NA,112.7,1.054,NA,NA
26-Jul,kl,rosgym,8,NA,NA,186.7,1.26,1.148,0.768
26-Jul,kl,rosgym,9,NA,NA,121,8.2,NA,NA
28-Jul,kl,rosgym,10,NA,NA,119.2,0.278,NA,NA
28-Jul,kl,rosgym,11,NA,NA,74.6,0.518,NA,NA
28-Jul,kl,rosgym,12,NA,NA,101.4,0.672,NA,NA
22-Jun,mp,rosgym,1,NA,NA,147.4,0.754,NA,NA
22-Jun,mp,rosgym,2,NA,NA,124.3,0.853,NA,NA
25-Jun,mp,rosgym,3,NA,NA,75.5,1.285,NA,NA
26-Jun,mp,rosgym,4,NA,NA,110.6,0.694,NA,NA
26-Jun,mp,rosgym,5,NA,NA,106.4,0.601,NA,NA
26-Jun,mp,rosgym,6,NA,NA,145.3,9.7,NA,NA
26-Jun,mp,rosgym,7,NA,NA,170.6,0.718,0.759,0.565
26-Jun,mp,rosgym,8,NA,NA,158,0.783,NA,NA
26-Jun,mp,rosgym,9,NA,NA,129.8,0.603,NA,NA
22-Jun,mp,rosgym,10,NA,NA,146,0.917,0.653,NA
02-Jul,afrf,rubida,4,NA,NA,71.5,0.477,NA,NA
04-Jul,afrf,rubida,6,NA,NA,88.5,0.656,NA,NA
02-Jul,afrf,rubida,10,NA,NA,87.6,0.607,NA,NA
02-Jul,afrf,rubida,11,NA,NA,146.1,0.767,NA,NA
03-Jul,afrf,rubida,12,NA,NA,106.1,0.649,NA,NA
03-Jul,afrf,rubida,13,NA,NA,91.3,0.54,NA,NA
04-Jul,afrf,rubida,14,NA,NA,131.4,1.082,NA,NA
04-Jul,afrf,rubida,15,NA,NA,130.1,0.781,NA,NA
04-Jul,afrf,rubida,16,NA,NA,124.7,0.793,NA,NA
04-Jul,afrf,rubida,17,NA,NA,104.2,0.592,NA,NA
29-Jul,kl,rubida,1,NA,NA,136.2,0.654,NA,NA
28-Jul,kl,rubida,2,NA,NA,62,0.426,NA,NA
28-Jul,kl,rubida,3,NA,NA,131,0.747,NA,NA
28-Jul,kl,rubida,4,NA,NA,78.7,0.499,NA,NA
29-Jul,kl,rubida,5,NA,NA,68.4,0.473,NA,NA
29-Jul,kl,rubida,6,NA,NA,92.9,0.599,NA,NA
29-Jul,kl,rubida,7,NA,NA,97.8,0.59,NA,NA
30-Jul,kl,rubida,8,NA,NA,126.1,0.689,NA,NA
11-Jun,afrf,rubida ,1,NA,NA,81.2,0.645,0.571,0.521
13-Jun,afrf,rubpar,2,NA,NA,91,0.787,NA,NA
13-Jun,afrf,rubpar,3,NA,NA,116.9,0.846,NA,NA
11-Jun,afrf,rubpar,4,NA,NA,69.1,0.636,NA,NA
02-Jul,afrf,rubpar,5,NA,NA,59.1,0.463,NA,NA
02-Jul,afrf,rubpar,6,NA,NA,64.4,0.484,0.552,0.426
02-Jul,afrf,rubpar,9,NA,NA,75.2,0.621,NA,NA
03-Jul,afrf,rubpar,10,NA,NA,127.6,0.69,NA,NA
03-Jul,afrf,rubpar,11,NA,NA,104.3,0.709,NA,NA
03-Jul,afrf,rubpar,13,NA,NA,88.4,0.658,NA,NA
03-Jul,afrf,rubpar,15,NA,NA,140,0.881,NA,NA
03-Jul,afrf,rubpar,16,NA,NA,140,1.031,NA,NA
03-Jul,afrf,rubpar,19,NA,NA,89.1,0.616,NA,NA
29-Jul,kl,rubpar,1,NA,NA,108.6,0.574,0.765,NA
26-Jul,kl,rubpar,3,NA,NA,128.6,0.731,NA,NA
26-Jul,kl,rubpar,4,NA,NA,96.2,0.69,NA,NA
24-Jul,kl,rubpar,6,NA,NA,72.2,0.761,NA,NA
24-Jul,kl,rubpar,7,NA,NA,67.5,0.718,NA,NA
24-Jul,kl,rubpar,8,NA,NA,83.6,0.725,NA,NA
25-Jul,kl,rubpar,9,NA,NA,67.6,0.655,NA,NA
26-Jul,kl,rubpar,10,NA,NA,98.5,0.802,0.856,NA
26-Jul,kl,rubpar,11,NA,NA,90.6,0.727,NA,NA
28-Jul,kl,rubpar,12,NA,NA,91,0.616,NA,NA
23-Jun,mp,rubpar,1,NA,NA,87.4,0.544,NA,NA
25-Jun,mp,rubpar,2,NA,NA,101.5,8.28,NA,NA
23-Jun,mp,rubpar,3,NA,NA,60.7,0.474,NA,NA
23-Jun,mp,rubpar,4,NA,NA,71.2,0.638,NA,NA
23-Jun,mp,rubpar,5,NA,NA,64.3,0.697,NA,NA
26-Jun,mp,rubpar,6,NA,NA,168.7,1.374,NA,NA
22-Jun,mp,rubpar,7,NA,NA,68.9,0.572,NA,NA
26-Jun,mp,rubpar,7,NA,NA,121.8,0.818,NA,NA
26-Jun,mp,rubpar,8,NA,NA,94.7,0.572,NA,NA
22-Jun,mp,rubpar,9,NA,NA,110,0.687,NA,NA
22-Jun,mp,rubpar,10,NA,NA,97.1,0.661,NA,NA
31-Jul,mp,rubpar,21,NA,NA,115.4,0.788,NA,NA
31-Jul,mp,rubpar,22,NA,NA,122.4,1.154,NA,NA
03-Jun,sm,rubpar,1,NA,NA,86.7,0.87,NA,NA
03-Jun,sm,rubpar,2,NA,NA,99.3,0.723,NA,NA
03-Jun,sm,rubpar,3,NA,NA,90.3,0.703,NA,NA
29-May,sm,rubpar,4,NA,NA,94.1,0.7,NA,NA
29-May,sm,rubpar,5,NA,NA,102.3,0.92,NA,NA
30-May,sm,rubpar,6,NA,NA,78.9,0.65,NA,NA
29-May,sm,rubpar,7,NA,NA,88.8,NA,NA,NA
01-Jun,sm,rubpar,8,NA,NA,73.7,0.647,NA,NA
01-Jun,sm,rubpar,9,NA,NA,79.5,0.602,NA,NA
29-May,sm,rubpar,10,NA,NA,66.4,NA,NA,NA
11-Jun,afrf,rubspe,1,NA,NA,121.8,0.628,0.636,0.784
11-Jun,afrf,rubspe,7,NA,NA,167.2,0.581,NA,NA
12-Jun,afrf,rubspe,10,NA,NA,76.6,0.409,NA,NA
26-Jun,mp,rubspe,1,NA,NA,137.1,0.875,NA,NA
25-Jun,mp,rubspe,3,NA,NA,123.1,1.008,NA,NA
25-Jun,mp,rubspe,4,NA,NA,109.8,0.694,NA,NA
25-Jun,mp,rubspe,5,NA,NA,166.2,1.192,NA,NA
25-Jun,mp,rubspe,6,NA,NA,102.1,0.866,NA,NA
25-Jun,mp,rubspe,8,NA,NA,212.1,1.025,NA,NA
26-Jun,mp,rubspe,9,NA,NA,120.1,0.805,NA,NA
26-Jun,mp,rubspe,10,NA,NA,179.9,1.128,NA,NA
26-Jun,mp,rubspe,11,NA,NA,106.4,0.579,NA,NA
26-Jun,mp,rubspe,12,NA,NA,200.2,1.226,NA,NA
26-Jun,mp,rubspe,13,NA,NA,153,0.877,NA,NA
26-Jun,mp,rubspe,14,NA,NA,190.2,1.313,1.418,NA
31-May,sm,rubspe,1,NA,NA,104.4,0.694,NA,NA
31-May,sm,rubspe,2,NA,NA,88.9,0.528,NA,NA
04-Jun,sm,rubspe,5,NA,NA,100.1,0.637,NA,NA
31-May,sm,rubspe,6,NA,NA,106.5,0.665,NA,NA
31-May,sm,rubspe,7,NA,NA,100.4,0.53,NA,NA
31-May,sm,rubspe,8,NA,NA,93.7,0.544,NA,NA
31-May,sm,rubspe,9,NA,NA,105,0.593,NA,NA
31-May,sm,rubspe,10,NA,NA,90,0.575,NA,NA
03-Jun,sm,rubspe,11,NA,NA,195.5,0.808,NA,NA
03-Jun,sm,rubspe,12,NA,NA,137.3,0.825,NA,NA
11-Jun,afrf,samrac,1,NA,NA,219.4,3.071,NA,NA
11-Jun,afrf,samrac,3,NA,NA,183.4,1.858,NA,NA
04-Jul,afrf,samrac,4,NA,NA,180.5,1.91,NA,NA
04-Jul,afrf,samrac,5,NA,NA,197.5,1.87,NA,NA
03-Jul,afrf,samrac,6,NA,NA,208.4,3.365,NA,NA
03-Jul,afrf,samrac,7,NA,NA,221,1.726,1.384,1.791
11-Jun,afrf,samrac,9,NA,NA,166.2,1.383,NA,NA
03-Jul,afrf,samrac,10,NA,NA,169.1,2.919,NA,NA
04-Jul,afrf,samrac,12,NA,NA,251.2,2.45,NA,NA
04-Jul,afrf,samrac,13,NA,NA,235.6,2.054,NA,NA
24-Jul,kl,samrac,1,NA,NA,122,1.469,1.219,1.45
24-Jul,kl,samrac,2,NA,NA,210.8,2.409,1.693,2.422
24-Jul,kl,samrac,3,NA,NA,195.1,7.269,NA,NA
24-Jul,kl,samrac,4,NA,NA,148.4,1.575,1.62,1.622
25-Jul,kl,samrac,5,NA,NA,160.4,1.602,2.46,1.759
25-Jul,kl,samrac,6,NA,NA,102.7,1.144,1.027,0.97
25-Jul,kl,samrac,7,NA,NA,196.1,2.126,1.138,1.999
25-Jul,kl,samrac,8,NA,NA,223.7,2.261,2.078,2.694
25-Jul,kl,samrac,9,NA,NA,211,2.237,2.134,2.128
25-Jul,kl,samrac,10,NA,NA,218,2.964,2.145,NA
25-Jun,mp,samrac,1,NA,NA,220.6,4.866,NA,NA
25-Jun,mp,samrac,2,NA,NA,177.6,3.977,1.992,3.29
26-Jun,mp,samrac,3,NA,NA,310,2.866,NA,NA
26-Jun,mp,samrac,4,NA,NA,441,2.597,NA,NA
26-Jun,mp,samrac,5,NA,NA,525.3,8.2,6.3,NA
25-Jun,mp,samrac,6,NA,NA,111.1,1.027,1.68,1.695
23-Jun,mp,samrac,7,NA,NA,284.6,2.208,NA,NA
26-Jun,mp,samrac,8,NA,NA,264,1.45,0.942,0.554
26-Jun,mp,samrac,9,NA,NA,286.7,2.349,NA,NA
26-Jun,mp,samrac,10,NA,NA,332.2,1.625,1.63,2.083
26-Jun,mp,samrac,11,NA,NA,384.1,1.993,1.6,1.597
03-Jun,sm,samrac,2,NA,NA,276.1,2.857,4.518,4.988
04-Jun,sm,samrac,3,NA,NA,186.4,3.244,NA,NA
03-Jun,sm,samrac,4,NA,NA,187,3.972,NA,NA
03-Jun,sm,samrac,5,NA,NA,185.4,1.916,3.356,NA
03-Jun,sm,samrac,6,NA,NA,180.6,2.554,1.941,1.938
03-Jun,sm,samrac,7,NA,NA,207.5,4.739,3.948,2.963
04-Jun,sm,samrac,8,NA,NA,209.6,3.018,2.132,2.739
04-Jun,sm,samrac,9,NA,NA,44.8,1.843,1.948,NA
04-Jun,sm,samrac,10,NA,NA,279,3.973,3.728,3.201
04-Jun,sm,samrac,11,NA,NA,276,2.535,3.319,2.42
11-Jun,afrf,shecan,1,NA,NA,74.2,0.946,NA,NA
13-Jun,afrf,shecan,2,NA,NA,103,1.315,NA,NA
13-Jun,afrf,shecan,3,NA,NA,79.6,0.789,0.64,0.731
11-Jun,afrf,shecan,4,NA,NA,87.7,0.958,NA,NA
11-Jun,afrf,shecan,5,NA,NA,150.6,2.439,NA,NA
02-Jul,afrf,shecan,6,NA,NA,157,0.986,1.087,0.88
02-Jul,afrf,shecan,7,NA,NA,153.5,1.342,1.484,NA
02-Jul,afrf,shecan,8,NA,NA,147.1,1.841,NA,NA
02-Jul,afrf,shecan,9,NA,NA,104.4,1.139,NA,NA
02-Jul,afrf,shecan,10,NA,NA,169.5,2.444,NA,NA
29-Jul,kl,shecan,1,NA,NA,148.5,1.45,NA,NA
29-Jul,kl,shecan,2,NA,NA,200.4,3.187,NA,NA
29-Jul,kl,shecan,3,NA,NA,224.5,3.704,2.646,NA
26-Jul,kl,shecan,4,NA,NA,171.2,1.904,1.25,1.185
29-Jul,kl,shecan,4_02,NA,NA,168.5,3.679,NA,NA
26-Jul,kl,shecan,5,NA,NA,218.9,3.985,NA,NA
24-Jul,kl,shecan,6,NA,NA,159.3,1.401,2.031,2.819
24-Jul,kl,shecan,7,NA,NA,163.2,2.391,1.753,1.825
24-Jul,kl,shecan,8,NA,NA,204.2,4.577,NA,NA
26-Jul,kl,shecan,9,NA,NA,237.2,5.292,NA,NA
23-Jun,mp,shecan,2,NA,NA,136,2.271,1.192,1.427
22-Jun,mp,shecan,3,NA,NA,317,2.86,NA,NA
22-Jun,mp,shecan,4,NA,NA,109.5,0.879,0.801,1.029
23-Jun,mp,shecan,5,NA,NA,152.6,3.899,NA,NA
23-Jun,mp,shecan,6,NA,NA,150.3,1.374,1.122,1.033
23-Jun,mp,shecan,7,NA,NA,159.3,2.479,2,1.823
25-Jun,mp,shecan,8,NA,NA,80,1.923,NA,NA
25-Jun,mp,shecan,9,NA,NA,138.2,1.958,NA,NA
22-Jun,mp,shecan,10,NA,NA,123.4,1.894,NA,NA
26-Jun,mp,shecan,11,NA,NA,139,0.977,0.944,0.443
30-May,sm,shecan,1,NA,NA,124.6,2.468,NA,NA
05-Jun,sm,shecan,5,NA,NA,127.9,1.483,1.26,1.311
01-Jun,sm,shecan,6,NA,NA,135.7,2.627,NA,NA
01-Jun,sm,shecan,7,NA,NA,181.2,1.935,NA,NA
01-Jun,sm,shecan,8,NA,NA,137.6,2.125,NA,NA
01-Jun,sm,shecan,9,NA,NA,190.9,3.968,NA,NA
01-Jun,sm,shecan,10,NA,NA,224.6,3.436,NA,NA
01-Jun,sm,shecan,11,NA,NA,164.3,1.768,NA,NA
01-Jun,sm,shecan,12,NA,NA,121.5,1.241,NA,NA
05-Jun,sm,shecan,16,NA,NA,173.5,26.7,NA,NA
11-Jun,afrf,sorsco,2,NA,NA,NA,2.825,NA,NA
12-Jun,afrf,sorsco,3,7,5,637.8979486,1.719,NA,NA
13-Jun,afrf,sorsco,3_02,NA,NA,173.3,3.2,4,NA
02-Jul,afrf,sorsco,6,NA,NA,132,1.226,0.984,NA
02-Jul,afrf,sorsco,7,NA,NA,207.2,1.538,1.468,NA
02-Jul,afrf,sorsco,8,NA,NA,438.8,1.799,NA,NA
02-Jul,afrf,sorsco,9,NA,NA,364.2,1.271,1.407,NA
02-Jul,afrf,sorsco,10,NA,NA,391.4,1.295,NA,NA
02-Jul,afrf,sorsco,11,NA,NA,346.6,2.772,NA,NA
03-Jul,afrf,sorsco,13,NA,NA,209.4,2.246,NA,NA
26-Jul,kl,sorsco,1,NA,NA,175.6,1.612,NA,NA
26-Jul,kl,sorsco,2,NA,NA,382.2,2.8,NA,NA
26-Jul,kl,sorsco,3,NA,NA,212.5,1.456,1.168,0.798
26-Jul,kl,sorsco,4,10,8,748,3.71,NA,NA
26-Jul,kl,sorsco,5,NA,NA,250.7,2.502,NA,NA
25-Jul,kl,sorsco,6,NA,NA,207.8,2.564,NA,NA
25-Jul,kl,sorsco,7,NA,NA,272.2,2.247,2.322,2.354
25-Jul,kl,sorsco,8,NA,NA,479.5,4.465,3.745,1.245
25-Jul,kl,sorsco,9,NA,NA,337.4,2.591,NA,NA
26-Jul,kl,sorsco,10,NA,NA,547.9,2.624,NA,NA
23-Jun,mp,sorsco,1,NA,NA,195.4,2.027,1.705,1.72
25-Jun,mp,sorsco,3,NA,NA,123.2,2.04,1.33,1.297
25-Jun,mp,sorsco,4,NA,NA,190.8,2.062,NA,NA
26-Jun,mp,sorsco,8,NA,NA,325.6,2,2.9,NA
26-Jun,mp,sorsco,10,NA,NA,256.8,3.132,3.178,2.553
25-Jun,mp,sorsco,11,5,3,548,6.1,NA,NA
25-Jun,mp,sorsco,12,NA,NA,255,2.635,3.419,2.95
26-Jun,mp,sorsco,12_2,NA,NA,401.1,3,2.1,NA
26-Jun,mp,sorsco,13,NA,NA,363.3,3.3,NA,NA
26-Jun,mp,sorsco,14,NA,NA,177.2,1.892,NA,NA
30-May,sm,sorsco,1,NA,NA,555.8,3.8,NA,NA
30-May,sm,sorsco,4,NA,NA,200.4,1.74,NA,NA
01-Jun,sm,sorsco,5,NA,NA,229.7,1.738,NA,NA
03-Jun,sm,sorsco,6,NA,NA,449.6,2.1,NA,NA
01-Jun,sm,sorsco,7,6,5,479.662479,2.628,NA,NA
04-Jun,sm,sorsco,9,9,8,560.3105626,6.1,6.9,6.6
04-Jun,sm,sorsco,10,NA,NA,270.6,3.7,5.6,4.8
01-Jun,sm,sorsco,11,7,6,508.5551275,6.3,NA,NA
03-Jun,sm,sorsco,12,NA,NA,333.8,2.9,4,NA
04-Jun,sm,sorsco,12_02,5,3,548,3.7,5.7,3.5
12-Jun,afrf,spibet,1,NA,NA,46.5,0.315,NA,NA
11-Jun,afrf,spibet,2,NA,NA,55,0.559,NA,NA
13-Jun,afrf,spibet,4,NA,NA,5.05,0.299,NA,NA
11-Jun,afrf,spibet,5,NA,NA,63.6,0.392,NA,NA
11-Jun,afrf,spibet,11,NA,NA,50.2,0.354,NA,NA
11-Jun,afrf,spibet,12,NA,NA,51.2,0.448,NA,NA
13-Jun,afrf,spibet,13,NA,NA,97.1,0.588,NA,NA
13-Jun,afrf,spibet,14,NA,NA,91.2,0.565,NA,NA
12-Jun,afrf,spibet,20,NA,NA,57.7,0.361,NA,NA
24-Jul,kl,spibet,3,NA,NA,57.6,0.443,NA,NA
24-Jul,kl,spibet,4,NA,NA,40.4,0.316,NA,NA
25-Jul,kl,spibet,5,NA,NA,71.7,0.577,NA,NA
25-Jul,kl,spibet,6,NA,NA,54.3,0.356,NA,NA
25-Jul,kl,spibet,7,NA,NA,57.7,0.335,1.229,NA
26-Jul,kl,spibet,8,NA,NA,65.5,0.398,NA,NA
26-Jul,kl,spibet,9,NA,NA,55.3,0.292,NA,NA
26-Jul,kl,spibet,10,NA,NA,70.2,0.51,NA,NA
26-Jul,kl,spibet,11,NA,NA,75.6,4.71,NA,NA
28-Jul,kl,spibet,12,NA,NA,62.8,0.33,NA,NA
25-Jun,mp,spibet,1,NA,NA,26.1,0.319,NA,NA
23-Jun,mp,spibet,2,NA,NA,49.4,0.328,NA,NA
25-Jun,mp,spibet,3,NA,NA,57,0.343,NA,NA
23-Jun,mp,spibet,4,NA,NA,45,0.341,NA,NA
23-Jun,mp,spibet,5,NA,NA,67.5,0.3,NA,NA
23-Jun,mp,spibet,6,NA,NA,42.1,0.286,NA,NA
23-Jun,mp,spibet,7,NA,NA,67.1,0.476,NA,NA
22-Jun,mp,spibet,8,NA,NA,60.8,0.332,NA,NA
22-Jun,mp,spibet,9,NA,NA,63.6,0.36,NA,NA
23-Jun,mp,spibet,10,NA,NA,42.9,0.428,NA,NA
29-May,sm,spibet,1,NA,NA,48.9,NA,NA,NA
29-May,sm,spibet,2,NA,NA,50.6,NA,NA,NA
29-May,sm,spibet,3,NA,NA,58.2,NA,NA,NA
29-May,sm,spibet,4,NA,NA,55.4,NA,NA,NA
29-May,sm,spibet,5,NA,NA,65.9,NA,NA,NA
29-May,sm,spibet,6,NA,NA,77.1,NA,NA,NA
29-May,sm,spibet,7,NA,NA,90.5,NA,NA,NA
29-May,sm,spibet,8,NA,NA,64.7,NA,NA,NA
29-May,sm,spibet,9,NA,NA,61.7,NA,NA,NA
29-May,sm,spibet,10,NA,NA,75.5,NA,NA,NA
11-Jun,afrf,spibet ,6_02,NA,NA,51.6,0.283,NA,NA
12-Jun,afrf,spidou,1,NA,NA,83.2,0.509,NA,NA
13-Jun,afrf,spidou,2,NA,NA,107.5,0.725,NA,NA
03-Jul,afrf,spidou,3,NA,NA,103.2,0.495,NA,NA
13-Jun,afrf,spidou,4,NA,NA,160.6,1.182,NA,NA
03-Jul,afrf,spidou,11,NA,NA,129.9,0.548,NA,NA
03-Jul,afrf,spidou,12,NA,NA,121.5,0.81,NA,NA
04-Jul,afrf,spidou,13,NA,NA,159.2,0.685,NA,NA
13-Jun,afrf,spidou,19,NA,NA,139.9,1.078,NA,NA
12-Jun,afrf,spidou,20,NA,NA,98.1,0.65,NA,NA
13-Jun,afrf,spidou,19_02,NA,NA,141.4,0.682,NA,NA
22-Jun,mp,spidou,1,NA,NA,109.4,0.788,NA,NA
22-Jun,mp,spidou,2,NA,NA,109.1,0.652,NA,NA
22-Jun,mp,spidou,3,NA,NA,119,0.682,NA,NA
31-May,sm,spidou,1,NA,NA,73.5,0.654,NA,NA
31-May,sm,spidou,2,NA,NA,96.5,0.772,NA,NA
31-May,sm,spidou,3,NA,NA,73.1,0.553,NA,NA
